,ID,clube_mandante,qtd_cartao_amarelo_mandante,qtd_cartao_vermelho_mandante,clube_visitante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_visitante,total_cartoes_mandante,total_cartoes_visitante,total_cartoes_amarelos,total_cartoes_vermelhos,total_cartoes_partida,rodada,mandante_Placar,visitante_Placar,vencedor,campeonato,mandante,faltas_mandante,visitante,faltas_visitante,total_faltas_partida
852,5477,Flamengo,1,0,Internacional,1,0,1,1,2,0,2,12,1,0,Flamengo,14,Flamengo,11,Internacional,22,33
853,5478,Vitoria,4,0,Sport,4,2,4,6,8,2,10,12,3,2,Vitoria,14,Vitoria,22,Sport,19,41
854,5479,Gremio,3,0,Santos,3,0,3,3,6,0,6,12,3,2,Gremio,14,Gremio,10,Santos,14,24
855,5480,Coritiba,3,0,Athletico-PR,2,0,3,2,5,0,5,12,1,0,Coritiba,14,Coritiba,22,Athletico-PR,16,38
856,5481,Chapecoense,4,0,Cruzeiro,6,0,4,6,10,0,10,12,3,2,Chapecoense,14,Chapecoense,19,Cruzeiro,20,39
857,5482,Sao Paulo,4,0,Fluminense,3,0,4,3,7,0,7,12,2,1,Sao Paulo,14,Sao Paulo,17,Fluminense,15,32
858,5483,America-MG,2,0,Corinthians,1,0,2,1,3,0,3,12,0,2,Corinthians,14,America-MG,10,Corinthians,13,23
859,5484,Santa Cruz,2,0,Ponte Preta,1,0,2,1,3,0,3,12,0,3,Ponte Preta,14,Santa Cruz,15,Ponte Preta,16,31
860,5485,Palmeiras,1,0,Figueirense,1,0,1,1,2,0,2,12,4,0,Palmeiras,14,Palmeiras,26,Figueirense,24,50
861,5487,Fluminense,1,0,Coritiba,2,0,1,2,3,0,3,13,0,0,-,14,Fluminense,14,Coritiba,19,33
862,5488,Athletico-PR,2,0,America-MG,2,0,2,2,4,0,4,13,1,0,Athletico-PR,14,Athletico-PR,9,America-MG,12,21
863,5489,Cruzeiro,3,0,Vitoria,3,1,3,4,6,1,7,13,2,2,-,14,Cruzeiro,12,Vitoria,18,30
864,5490,Internacional,4,0,Gremio,5,0,4,5,9,0,9,13,0,1,Gremio,14,Internacional,11,Gremio,11,22
865,5491,Santos,1,0,Chapecoense,1,0,1,1,2,0,2,13,3,0,Santos,14,Santos,13,Chapecoense,12,25
866,5492,Ponte Preta,3,0,Sao Paulo,2,1,3,3,5,1,6,13,1,0,Ponte Preta,14,Ponte Preta,20,Sao Paulo,16,36
867,5493,Corinthians,2,0,Flamengo,3,0,2,3,5,0,5,13,4,0,Corinthians,14,Corinthians,15,Flamengo,10,25
868,5494,Botafogo-RJ,1,0,Santa Cruz,3,0,1,3,4,0,4,13,2,1,Botafogo-RJ,14,Botafogo-RJ,11,Santa Cruz,13,24
869,5495,Figueirense,2,1,Atletico-MG,4,1,3,5,6,2,8,13,1,1,-,14,Figueirense,18,Atletico-MG,21,39
870,5496,Sport,4,0,Palmeiras,5,0,4,5,9,0,9,13,1,3,Palmeiras,14,Sport,18,Palmeiras,21,39
871,5497,Chapecoense,1,1,Corinthians,1,0,2,1,2,1,3,14,0,2,Corinthians,14,Chapecoense,17,Corinthians,13,30
872,5498,Coritiba,1,0,Botafogo-RJ,3,0,1,3,4,0,4,14,0,0,-,14,Coritiba,21,Botafogo-RJ,14,35
873,5499,Ponte Preta,2,0,Sport,2,0,2,2,4,0,4,14,2,1,Ponte Preta,14,Ponte Preta,17,Sport,12,29
874,5500,Gremio,1,0,Figueirense,1,0,1,1,2,0,2,14,2,1,Gremio,14,Gremio,11,Figueirense,14,25
875,5501,Flamengo,1,0,Atletico-MG,4,0,1,4,5,0,5,14,2,0,Flamengo,14,Flamengo,10,Atletico-MG,23,33
876,5502,Santa Cruz,0,0,Internacional,2,0,0,2,2,0,2,14,1,0,Santa Cruz,14,Santa Cruz,21,Internacional,19,40
877,5503,Sao Paulo,1,0,America-MG,4,0,1,4,5,0,5,14,3,0,Sao Paulo,14,Sao Paulo,7,America-MG,13,20
878,5504,Vitoria,3,0,Fluminense,4,0,3,4,7,0,7,14,0,0,-,14,Vitoria,16,Fluminense,22,38
879,5505,Cruzeiro,1,0,Athletico-PR,4,0,1,4,5,0,5,14,0,3,Athletico-PR,14,Cruzeiro,9,Athletico-PR,17,26
880,5506,Palmeiras,3,0,Santos,2,0,3,2,5,0,5,14,1,1,-,14,Palmeiras,17,Santos,17,34
881,5507,Botafogo-RJ,2,0,Flamengo,4,0,2,4,6,0,6,15,3,3,-,14,Botafogo-RJ,12,Flamengo,22,34
882,5508,Santos,3,0,Ponte Preta,2,0,3,2,5,0,5,15,3,1,Santos,14,Santos,14,Ponte Preta,11,25
883,5509,America-MG,2,0,Santa Cruz,2,0,2,2,4,0,4,15,0,3,Santa Cruz,14,America-MG,9,Santa Cruz,10,19
884,5510,Internacional,4,0,Palmeiras,2,0,4,2,6,0,6,15,0,1,Palmeiras,14,Internacional,17,Palmeiras,13,30
885,5511,Figueirense,1,0,Chapecoense,4,0,1,4,5,0,5,15,1,1,-,14,Figueirense,16,Chapecoense,18,34
886,5512,Fluminense,0,0,Cruzeiro,6,0,0,6,6,0,6,15,2,0,Fluminense,14,Fluminense,17,Cruzeiro,17,34
887,5513,Athletico-PR,3,0,Vitoria,3,0,3,3,6,0,6,15,1,1,-,14,Athletico-PR,16,Vitoria,10,26
888,5514,Corinthians,3,0,Sao Paulo,3,0,3,3,6,0,6,15,1,1,-,14,Corinthians,11,Sao Paulo,26,37
889,5515,Sport,0,0,Gremio,3,0,0,3,3,0,3,15,4,2,Sport,14,Sport,15,Gremio,16,31
890,5516,Atletico-MG,2,0,Coritiba,2,0,2,2,4,0,4,15,2,1,Atletico-MG,14,Atletico-MG,16,Coritiba,18,34
891,5517,Corinthians,2,0,Figueirense,6,0,2,6,8,0,8,16,1,1,-,14,Corinthians,15,Figueirense,21,36
892,5518,Santa Cruz,2,0,Coritiba,1,0,2,1,3,0,3,16,0,1,Coritiba,14,Santa Cruz,17,Coritiba,19,36
893,5519,Palmeiras,1,0,Atletico-MG,2,0,1,2,3,0,3,16,0,1,Atletico-MG,14,Palmeiras,11,Atletico-MG,19,30
894,5520,Ponte Preta,3,0,Internacional,3,1,3,4,6,1,7,16,2,2,-,14,Ponte Preta,20,Internacional,13,33
895,5521,Gremio,0,0,Sao Paulo,3,1,0,4,3,1,4,16,1,0,Gremio,14,Gremio,16,Sao Paulo,12,28
896,5522,Athletico-PR,3,0,Fluminense,5,0,3,5,8,0,8,16,1,0,Athletico-PR,14,Athletico-PR,13,Fluminense,20,33
897,5523,Cruzeiro,1,0,Sport,4,0,1,4,5,0,5,16,1,2,Sport,14,Cruzeiro,15,Sport,18,33
898,5524,Chapecoense,1,0,Botafogo-RJ,2,0,1,2,3,0,3,16,2,1,Chapecoense,14,Chapecoense,14,Botafogo-RJ,16,30
899,5525,Vitoria,3,0,Santos,2,0,3,2,5,0,5,16,2,3,Santos,14,Vitoria,15,Santos,11,26
900,5526,Flamengo,1,0,America-MG,0,0,1,0,1,0,1,16,2,1,Flamengo,14,Flamengo,11,America-MG,13,24
901,5527,Figueirense,3,1,Vitoria,4,1,4,5,7,2,9,17,1,0,Figueirense,14,Figueirense,19,Vitoria,26,45
902,5528,Sport,2,0,Athletico-PR,1,0,2,1,3,0,3,17,2,0,Sport,14,Sport,23,Athletico-PR,9,32
903,5529,Atletico-MG,1,0,Santa Cruz,3,0,1,3,4,0,4,17,3,0,Atletico-MG,14,Atletico-MG,13,Santa Cruz,12,25
904,5530,Sao Paulo,4,0,Chapecoense,1,0,4,1,5,0,5,17,2,2,-,14,Sao Paulo,13,Chapecoense,11,24
905,5531,Fluminense,4,0,Ponte Preta,6,0,4,6,10,0,10,17,3,0,Fluminense,14,Fluminense,21,Ponte Preta,21,42
906,5532,Coritiba,1,0,Flamengo,2,0,1,2,3,0,3,17,0,2,Flamengo,14,Coritiba,9,Flamengo,13,22
907,5533,Internacional,2,0,Corinthians,2,0,2,2,4,0,4,17,0,1,Corinthians,14,Internacional,19,Corinthians,19,38
908,5534,Santos,1,0,Cruzeiro,1,0,1,1,2,0,2,17,2,0,Santos,14,Santos,12,Cruzeiro,10,22
909,5535,Botafogo-RJ,4,0,Palmeiras,3,0,4,3,7,0,7,17,3,1,Botafogo-RJ,14,Botafogo-RJ,20,Palmeiras,23,43
910,5536,America-MG,2,0,Gremio,2,1,2,3,4,1,5,17,0,0,-,14,America-MG,15,Gremio,8,23
911,5537,Vitoria,2,0,Coritiba,1,0,2,1,3,0,3,18,3,1,Vitoria,14,Vitoria,9,Coritiba,19,28
912,5538,Sport,1,0,America-MG,3,0,1,3,4,0,4,18,1,1,-,14,Sport,8,America-MG,22,30
913,5539,Santos,2,0,Flamengo,2,0,2,2,4,0,4,18,0,0,-,14,Santos,10,Flamengo,9,19
914,5540,Athletico-PR,3,0,Corinthians,0,0,3,0,3,0,3,18,2,0,Athletico-PR,14,Athletico-PR,11,Corinthians,12,23
915,5541,Ponte Preta,2,0,Botafogo-RJ,2,0,2,2,4,0,4,18,2,0,Ponte Preta,14,Ponte Preta,16,Botafogo-RJ,12,28
916,5542,Gremio,1,0,Santa Cruz,3,0,1,3,4,0,4,18,0,0,-,14,Gremio,18,Santa Cruz,18,36
917,5543,Sao Paulo,2,0,Atletico-MG,2,0,2,2,4,0,4,18,1,2,Atletico-MG,14,Sao Paulo,9,Atletico-MG,17,26
918,5544,Cruzeiro,1,0,Internacional,1,0,1,1,2,0,2,18,4,2,Cruzeiro,14,Cruzeiro,10,Internacional,14,24
919,5545,Chapecoense,1,0,Palmeiras,0,0,1,0,1,0,1,18,1,1,-,14,Chapecoense,18,Palmeiras,15,33
920,5546,Fluminense,3,0,Figueirense,3,0,3,3,6,0,6,18,3,2,Fluminense,14,Fluminense,21,Figueirense,15,36
921,5547,Flamengo,2,0,Athletico-PR,4,0,2,4,6,0,6,19,1,0,Flamengo,14,Flamengo,11,Athletico-PR,11,22
922,5548,America-MG,2,0,Santos,1,1,2,2,3,1,4,19,1,0,America-MG,14,America-MG,11,Santos,7,18
923,5549,Coritiba,4,0,Ponte Preta,3,0,4,3,7,0,7,19,3,1,Coritiba,14,Coritiba,20,Ponte Preta,18,38
924,5550,Palmeiras,2,0,Vitoria,4,0,2,4,6,0,6,19,2,1,Palmeiras,14,Palmeiras,13,Vitoria,20,33
925,5551,Santa Cruz,1,0,Sao Paulo,3,0,1,3,4,0,4,19,1,2,Sao Paulo,14,Santa Cruz,15,Sao Paulo,24,39
926,5552,Internacional,4,0,Fluminense,4,0,4,4,8,0,8,19,2,2,-,14,Internacional,22,Fluminense,14,36
927,5553,Figueirense,5,0,Sport,3,0,5,3,8,0,8,19,1,1,-,14,Figueirense,18,Sport,16,34
928,5554,Atletico-MG,0,0,Chapecoense,1,0,0,1,1,0,1,19,3,1,Atletico-MG,14,Atletico-MG,15,Chapecoense,12,27
929,5555,Corinthians,4,0,Cruzeiro,3,0,4,3,7,0,7,19,1,1,-,14,Corinthians,15,Cruzeiro,8,23
930,5556,Botafogo-RJ,3,0,Gremio,4,0,3,4,7,0,7,19,2,1,Botafogo-RJ,14,Botafogo-RJ,16,Gremio,25,41
931,5557,Sport,2,0,Flamengo,3,0,2,3,5,0,5,20,1,0,Sport,14,Sport,24,Flamengo,15,39
932,5558,Ponte Preta,2,0,Figueirense,2,0,2,2,4,0,4,20,2,0,Ponte Preta,14,Ponte Preta,21,Figueirense,25,46
933,5559,Fluminense,2,0,America-MG,5,0,2,5,7,0,7,20,1,0,Fluminense,14,Fluminense,12,America-MG,28,40
934,5560,Gremio,4,0,Corinthians,1,0,4,1,5,0,5,20,3,0,Gremio,14,Gremio,15,Corinthians,14,29
935,5561,Cruzeiro,2,0,Coritiba,4,0,2,4,6,0,6,20,2,2,-,14,Cruzeiro,15,Coritiba,20,35
936,5562,Santos,4,0,Atletico-MG,4,0,4,4,8,0,8,20,3,0,Santos,14,Santos,24,Atletico-MG,9,33
937,5563,Vitoria,1,0,Santa Cruz,2,0,1,2,3,0,3,20,2,2,-,14,Vitoria,15,Santa Cruz,20,35
938,5564,Sao Paulo,2,0,Botafogo-RJ,2,0,2,2,4,0,4,20,0,1,Botafogo-RJ,14,Sao Paulo,11,Botafogo-RJ,14,25
939,5565,Athletico-PR,3,0,Palmeiras,3,0,3,3,6,0,6,20,0,1,Palmeiras,14,Athletico-PR,12,Palmeiras,15,27
940,5566,Chapecoense,1,0,Internacional,2,0,1,2,3,0,3,20,1,0,Chapecoense,14,Chapecoense,15,Internacional,18,33
941,5567,America-MG,1,0,Chapecoense,1,0,1,1,2,0,2,21,1,2,Chapecoense,14,America-MG,13,Chapecoense,10,23
942,5568,Botafogo-RJ,1,0,Sport,2,0,1,2,3,0,3,21,3,0,Botafogo-RJ,14,Botafogo-RJ,19,Sport,12,31
943,5569,Flamengo,2,0,Gremio,1,0,2,1,3,0,3,21,2,1,Flamengo,14,Flamengo,14,Gremio,16,30
944,5570,Atletico-MG,0,0,Athletico-PR,2,0,0,2,2,0,2,21,1,0,Atletico-MG,14,Atletico-MG,15,Athletico-PR,15,30
945,5571,Internacional,1,0,Sao Paulo,2,0,1,2,3,0,3,21,1,1,-,14,Internacional,9,Sao Paulo,22,31
946,5572,Santa Cruz,0,0,Fluminense,2,0,0,2,2,0,2,21,0,1,Fluminense,14,Santa Cruz,16,Fluminense,16,32
947,5573,Palmeiras,3,0,Ponte Preta,6,0,3,6,9,0,9,21,2,2,-,14,Palmeiras,12,Ponte Preta,22,34
948,5574,Coritiba,1,0,Santos,3,0,1,3,4,0,4,21,2,1,Coritiba,14,Coritiba,13,Santos,16,29
949,5575,Figueirense,4,1,Cruzeiro,5,0,5,5,9,1,10,21,1,2,Cruzeiro,14,Figueirense,20,Cruzeiro,24,44
950,5576,Corinthians,2,0,Vitoria,4,0,2,4,6,0,6,21,2,1,Corinthians,14,Corinthians,15,Vitoria,20,35
951,5577,Ponte Preta,2,0,Corinthians,1,1,2,2,3,1,4,22,2,0,Ponte Preta,14,Ponte Preta,15,Corinthians,8,23
952,5578,Cruzeiro,3,0,Santa Cruz,3,0,3,3,6,0,6,22,2,0,Cruzeiro,14,Cruzeiro,17,Santa Cruz,13,30
953,5579,Santos,3,0,Figueirense,2,0,3,2,5,0,5,22,0,1,Figueirense,14,Santos,13,Figueirense,12,25
954,5580,Gremio,4,0,Atletico-MG,4,0,4,4,8,0,8,22,1,1,-,14,Gremio,18,Atletico-MG,17,35
955,5581,Fluminense,7,0,Palmeiras,5,0,7,5,12,0,12,22,0,2,Palmeiras,14,Fluminense,17,Palmeiras,20,37
956,5582,Chapecoense,4,0,Flamengo,0,0,4,0,4,0,4,22,1,3,Flamengo,14,Chapecoense,15,Flamengo,13,28
957,5583,Sao Paulo,2,0,Coritiba,1,0,2,1,3,0,3,22,0,0,-,14,Sao Paulo,18,Coritiba,16,34
958,5584,Sport,4,0,Internacional,5,0,4,5,9,0,9,22,1,1,-,14,Sport,18,Internacional,19,37
959,5585,Vitoria,3,0,America-MG,5,0,3,5,8,0,8,22,2,1,Vitoria,14,Vitoria,20,America-MG,19,39
960,5586,Athletico-PR,3,0,Botafogo-RJ,2,0,3,2,5,0,5,22,1,0,Athletico-PR,14,Athletico-PR,12,Botafogo-RJ,14,26
961,5587,Santa Cruz,3,1,Chapecoense,3,0,4,3,6,1,7,23,2,2,-,14,Santa Cruz,9,Chapecoense,18,27
962,5588,Figueirense,1,0,Athletico-PR,2,0,1,2,3,0,3,23,1,0,Figueirense,14,Figueirense,16,Athletico-PR,20,36
963,5589,Botafogo-RJ,5,0,Fluminense,2,0,5,2,7,0,7,23,1,0,Botafogo-RJ,14,Botafogo-RJ,22,Fluminense,15,37
964,5590,Atletico-MG,2,0,Vitoria,5,0,2,5,7,0,7,23,2,1,Atletico-MG,14,Atletico-MG,17,Vitoria,17,34
965,5591,Palmeiras,3,0,Sao Paulo,3,0,3,3,6,0,6,23,2,1,Palmeiras,14,Palmeiras,20,Sao Paulo,19,39
966,5592,Flamengo,1,0,Ponte Preta,3,0,1,3,4,0,4,23,2,1,Flamengo,14,Flamengo,15,Ponte Preta,19,34
967,5593,Coritiba,3,0,Gremio,0,0,3,0,3,0,3,23,4,0,Coritiba,14,Coritiba,15,Gremio,9,24
968,5594,Corinthians,2,0,Sport,2,0,2,2,4,0,4,23,3,0,Corinthians,14,Corinthians,15,Sport,17,32
969,5595,America-MG,1,0,Cruzeiro,2,0,1,2,3,0,3,23,0,2,Cruzeiro,14,America-MG,19,Cruzeiro,13,32
970,5596,Internacional,4,0,Santos,4,1,4,5,8,1,9,23,2,1,Internacional,14,Internacional,19,Santos,8,27
971,5597,Vitoria,2,1,Flamengo,1,0,3,1,3,1,4,24,1,2,Flamengo,14,Vitoria,14,Flamengo,8,22
972,5598,Chapecoense,2,0,Coritiba,3,0,2,3,5,0,5,24,1,0,Chapecoense,14,Chapecoense,20,Coritiba,16,36
973,5599,Sao Paulo,2,0,Figueirense,2,0,2,2,4,0,4,24,3,1,Sao Paulo,14,Sao Paulo,25,Figueirense,17,42
974,5600,Cruzeiro,4,0,Botafogo-RJ,2,0,4,2,6,0,6,24,0,2,Botafogo-RJ,14,Cruzeiro,16,Botafogo-RJ,16,32
975,5601,Sport,2,1,Santa Cruz,1,1,3,2,3,2,5,24,5,3,Sport,14,Sport,14,Santa Cruz,18,32
976,5602,Athletico-PR,0,0,Internacional,2,0,0,2,2,0,2,24,2,1,Athletico-PR,14,Athletico-PR,11,Internacional,12,23
977,5603,Santos,2,0,Corinthians,1,0,2,1,3,0,3,24,2,1,Santos,14,Santos,18,Corinthians,17,35
978,5604,Ponte Preta,2,0,America-MG,1,0,2,1,3,0,3,24,1,1,-,14,Ponte Preta,10,America-MG,12,22
979,5605,Gremio,4,0,Palmeiras,3,0,4,3,7,0,7,24,0,0,-,14,Gremio,23,Palmeiras,16,39
980,5606,Fluminense,1,0,Atletico-MG,4,0,1,4,5,0,5,24,4,2,Fluminense,14,Fluminense,14,Atletico-MG,16,30
981,5607,Botafogo-RJ,2,0,Santos,1,0,2,1,3,0,3,25,0,1,Santos,14,Botafogo-RJ,10,Santos,10,20
982,5608,Figueirense,0,0,America-MG,2,1,0,3,2,1,3,25,2,2,-,14,Figueirense,17,America-MG,13,30
983,5609,Ponte Preta,2,0,Gremio,1,0,2,1,3,0,3,25,3,0,Ponte Preta,14,Ponte Preta,16,Gremio,18,34
984,5610,Santa Cruz,3,0,Athletico-PR,4,0,3,4,7,0,7,25,1,0,Santa Cruz,14,Santa Cruz,12,Athletico-PR,13,25
985,5611,Coritiba,3,1,Corinthians,1,0,4,1,4,1,5,25,1,1,-,14,Coritiba,15,Corinthians,12,27
986,5612,Palmeiras,2,0,Flamengo,1,1,2,2,3,1,4,25,1,1,-,14,Palmeiras,13,Flamengo,13,26
987,5613,Atletico-MG,0,0,Sport,1,1,0,2,1,1,2,25,1,0,Atletico-MG,14,Atletico-MG,13,Sport,15,28
988,5614,Fluminense,3,0,Chapecoense,4,0,3,4,7,0,7,25,1,2,Chapecoense,14,Fluminense,19,Chapecoense,18,37
989,5615,Sao Paulo,0,0,Cruzeiro,0,1,0,1,0,1,1,25,1,0,Sao Paulo,14,Sao Paulo,14,Cruzeiro,8,22
990,5616,Internacional,3,0,Vitoria,5,0,3,5,8,0,8,25,0,1,Vitoria,14,Internacional,18,Vitoria,24,42
991,5617,Corinthians,2,1,Palmeiras,4,0,3,4,6,1,7,26,0,2,Palmeiras,14,Corinthians,16,Palmeiras,16,32
992,5618,Flamengo,2,0,Figueirense,3,1,2,4,5,1,6,26,2,0,Flamengo,14,Flamengo,16,Figueirense,17,33
993,5619,Cruzeiro,1,1,Atletico-MG,2,0,2,2,3,1,4,26,1,1,-,14,Cruzeiro,12,Atletico-MG,23,35
994,5620,Sport,0,0,Coritiba,1,0,0,1,1,0,1,26,0,1,Coritiba,14,Sport,20,Coritiba,21,41
995,5621,Gremio,4,0,Fluminense,3,0,4,3,7,0,7,26,0,1,Fluminense,14,Gremio,17,Fluminense,11,28
996,5622,Chapecoense,2,0,Ponte Preta,0,0,2,0,2,0,2,26,2,2,-,14,Chapecoense,16,Ponte Preta,12,28
997,5623,Athletico-PR,1,0,Sao Paulo,1,0,1,1,2,0,2,26,1,0,Athletico-PR,14,Athletico-PR,12,Sao Paulo,12,24
998,5624,Santos,1,0,Santa Cruz,1,0,1,1,2,0,2,26,3,2,Santos,14,Santos,13,Santa Cruz,11,24
999,5625,Vitoria,2,0,Botafogo-RJ,5,0,2,5,7,0,7,26,0,1,Botafogo-RJ,14,Vitoria,15,Botafogo-RJ,24,39
1000,5626,America-MG,1,0,Internacional,2,0,1,2,3,0,3,26,1,0,America-MG,14,America-MG,12,Internacional,14,26
1001,5627,Palmeiras,2,0,Coritiba,3,0,2,3,5,0,5,27,2,1,Palmeiras,14,Palmeiras,13,Coritiba,24,37
1002,5628,Sport,3,0,Santos,2,1,3,3,5,1,6,27,1,0,Sport,14,Sport,20,Santos,11,31
1003,5629,America-MG,2,0,Botafogo-RJ,3,0,2,3,5,0,5,27,1,0,America-MG,14,America-MG,16,Botafogo-RJ,12,28
1004,5630,Athletico-PR,2,0,Ponte Preta,5,1,2,6,7,1,8,27,3,0,Athletico-PR,14,Athletico-PR,11,Ponte Preta,20,31
1005,5631,Figueirense,1,0,Santa Cruz,5,0,1,5,6,0,6,27,3,1,Figueirense,14,Figueirense,19,Santa Cruz,12,31
1006,5632,Vitoria,4,0,Sao Paulo,3,0,4,3,7,0,7,27,2,0,Vitoria,14,Vitoria,21,Sao Paulo,19,40
1007,5633,Corinthians,4,0,Fluminense,3,0,4,3,7,0,7,27,0,1,Fluminense,14,Corinthians,19,Fluminense,15,34
1008,5634,Flamengo,1,0,Cruzeiro,2,0,1,2,3,0,3,27,2,1,Flamengo,14,Flamengo,13,Cruzeiro,12,25
1009,5635,Gremio,2,0,Chapecoense,2,0,2,2,4,0,4,27,1,0,Gremio,14,Gremio,13,Chapecoense,12,25
1010,5636,Atletico-MG,2,0,Internacional,2,0,2,2,4,0,4,27,3,1,Atletico-MG,14,Atletico-MG,11,Internacional,17,28
1011,5637,Fluminense,1,0,Sport,3,0,1,3,4,0,4,28,3,1,Fluminense,14,Fluminense,11,Sport,30,41
1012,5638,Sao Paulo,4,0,Flamengo,3,0,4,3,7,0,7,28,0,0,-,14,Sao Paulo,18,Flamengo,9,27
1013,5639,Chapecoense,1,0,Vitoria,2,0,1,2,3,0,3,28,1,4,Vitoria,14,Chapecoense,18,Vitoria,18,36
1014,5640,Santos,2,0,Athletico-PR,1,0,2,1,3,0,3,28,2,0,Santos,14,Santos,10,Athletico-PR,13,23
1015,5641,Botafogo-RJ,4,0,Corinthians,4,0,4,4,8,0,8,28,2,0,Botafogo-RJ,14,Botafogo-RJ,23,Corinthians,16,39
1016,5642,Ponte Preta,2,0,Atletico-MG,2,0,2,2,4,0,4,28,1,2,Atletico-MG,14,Ponte Preta,25,Atletico-MG,16,41
1017,5643,Cruzeiro,3,0,Gremio,3,0,3,3,6,0,6,28,1,0,Cruzeiro,14,Cruzeiro,19,Gremio,20,39
1018,5644,Internacional,2,0,Figueirense,2,0,2,2,4,0,4,28,1,0,Internacional,14,Internacional,32,Figueirense,19,51
1019,5645,Santa Cruz,6,0,Palmeiras,3,0,6,3,9,0,9,28,2,3,Palmeiras,14,Santa Cruz,20,Palmeiras,12,32
1020,5646,Coritiba,2,0,America-MG,2,0,2,2,4,0,4,28,3,0,Coritiba,14,Coritiba,17,America-MG,15,32
1021,5647,Athletico-PR,2,0,Chapecoense,3,0,2,3,5,0,5,29,3,1,Athletico-PR,14,Athletico-PR,9,Chapecoense,14,23
1022,5648,Vitoria,3,0,Gremio,3,0,3,3,6,0,6,29,0,1,Gremio,14,Vitoria,16,Gremio,19,35
1023,5649,Corinthians,0,0,Atletico-MG,2,1,0,3,2,1,3,29,0,0,-,14,Corinthians,16,Atletico-MG,16,32
1024,5651,Sport,0,0,Sao Paulo,2,0,0,2,2,0,2,29,1,1,-,14,Sport,19,Sao Paulo,17,36
1025,5652,Internacional,2,0,Coritiba,4,0,2,4,6,0,6,29,1,0,Internacional,14,Internacional,15,Coritiba,14,29
1026,5653,Cruzeiro,2,0,Ponte Preta,2,0,2,2,4,0,4,29,2,0,Cruzeiro,14,Cruzeiro,15,Ponte Preta,25,40
1027,5654,Flamengo,1,0,Santa Cruz,1,1,1,2,2,1,3,29,3,0,Flamengo,14,Flamengo,11,Santa Cruz,12,23
1028,5655,America-MG,2,1,Palmeiras,1,0,3,1,3,1,4,29,0,2,Palmeiras,14,America-MG,17,Palmeiras,10,27
1029,5656,Figueirense,2,0,Botafogo-RJ,2,0,2,2,4,0,4,29,0,1,Botafogo-RJ,14,Figueirense,14,Botafogo-RJ,13,27
1030,5657,Chapecoense,1,0,Sport,2,1,1,3,3,1,4,30,3,0,Chapecoense,14,Chapecoense,16,Sport,19,35
1031,5658,Coritiba,4,0,Figueirense,3,0,4,3,7,0,7,30,0,0,-,14,Coritiba,13,Figueirense,22,35
1032,5659,Santa Cruz,2,0,Corinthians,2,0,2,2,4,0,4,30,2,4,Corinthians,14,Santa Cruz,8,Corinthians,7,15
1033,5660,Botafogo-RJ,3,0,Internacional,2,0,3,2,5,0,5,30,1,0,Botafogo-RJ,14,Botafogo-RJ,17,Internacional,15,32
1034,5661,Palmeiras,1,0,Cruzeiro,4,0,1,4,5,0,5,30,0,0,-,14,Palmeiras,16,Cruzeiro,16,32
1035,5662,Ponte Preta,4,0,Vitoria,2,0,4,2,6,0,6,30,2,0,Ponte Preta,14,Ponte Preta,23,Vitoria,12,35
1036,5664,Fluminense,3,0,Flamengo,3,0,3,3,6,0,6,30,1,2,Flamengo,14,Fluminense,14,Flamengo,21,35
1037,5665,Sao Paulo,2,0,Santos,3,0,2,3,5,0,5,30,0,1,Santos,14,Sao Paulo,16,Santos,18,34
1038,5666,Gremio,2,0,Athletico-PR,3,0,2,3,5,0,5,30,1,0,Gremio,14,Gremio,16,Athletico-PR,13,29
1039,5667,Botafogo-RJ,2,0,Atletico-MG,4,0,2,4,6,0,6,31,3,2,Botafogo-RJ,14,Botafogo-RJ,16,Atletico-MG,13,29
1040,5668,Cruzeiro,1,0,Chapecoense,2,0,1,2,3,0,3,31,0,0,-,14,Cruzeiro,15,Chapecoense,17,32
1041,5669,Athletico-PR,0,0,Coritiba,3,0,0,3,3,0,3,31,2,0,Athletico-PR,14,Athletico-PR,18,Coritiba,14,32
1042,5670,Internacional,3,0,Flamengo,1,0,3,1,4,0,4,31,2,1,Internacional,14,Internacional,22,Flamengo,13,35
1043,5671,Figueirense,4,0,Palmeiras,3,0,4,3,7,0,7,31,1,2,Palmeiras,14,Figueirense,18,Palmeiras,29,47
1044,5672,Corinthians,2,0,America-MG,1,0,2,1,3,0,3,31,2,0,Corinthians,14,Corinthians,11,America-MG,10,21
1045,5673,Ponte Preta,0,0,Santa Cruz,2,0,0,2,2,0,2,31,3,0,Ponte Preta,14,Ponte Preta,19,Santa Cruz,17,36
1046,5674,Santos,1,0,Gremio,7,0,1,7,8,0,8,31,1,1,-,14,Santos,13,Gremio,20,33
1047,5675,Sport,1,0,Vitoria,4,1,1,5,5,1,6,31,1,0,Sport,14,Sport,9,Vitoria,20,29
1048,5676,Fluminense,1,0,Sao Paulo,4,0,1,4,5,0,5,31,1,2,Sao Paulo,14,Fluminense,8,Sao Paulo,18,26
1049,5677,Santa Cruz,0,0,Botafogo-RJ,2,0,0,2,2,0,2,32,0,1,Botafogo-RJ,14,Santa Cruz,12,Botafogo-RJ,15,27
1050,5678,Sao Paulo,0,0,Ponte Preta,1,0,0,1,1,0,1,32,2,0,Sao Paulo,14,Sao Paulo,16,Ponte Preta,15,31
