,Unnamed: 0,ID,campeonato,rodata,data,clube_mandante,clube_visitante,qtd_cartao_amarelo_mandante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_mandante,qtd_cartao_vermelho_visitante,total_cartoes_mandante,total_cartoes_visitante,total_cartoes_vermelhos,total_cartoes_amarelos,total_cartoes_partida,faltas_mandante,faltas_visitante,total_faltas_partida,chave_classico,classico_regional
2396,2396,7424,2021,16,15/8/2021,Internacional,Fluminense,2,0,0,0,2,0,0,2,2,14,8,22,InternacionalFluminense,0
2397,2397,7425,2021,16,16/8/2021,Chapecoense,America-MG,1,1,1,0,2,1,1,2,3,10,11,21,ChapecoenseAmerica-MG,0
2398,2398,7426,2021,17,21/8/2021,Atletico-GO,Chapecoense,2,5,1,0,3,5,1,7,8,13,24,37,Atletico-GOChapecoense,0
2399,2399,7427,2021,17,21/8/2021,Gremio,Bahia,1,1,0,0,1,1,0,2,2,12,15,27,GremioBahia,0
2400,2400,7428,2021,17,21/8/2021,Juventude,Fortaleza,1,1,0,0,1,1,0,2,2,8,9,17,JuventudeFortaleza,0
2401,2401,7429,2021,17,22/8/2021,Palmeiras,Cuiaba,1,1,0,0,1,1,0,2,2,8,14,22,PalmeirasCuiaba,0
2402,2402,7430,2021,17,22/8/2021,Ceara,Flamengo,0,2,0,0,0,2,0,2,2,13,12,25,CearaFlamengo,0
2403,2403,7431,2021,17,22/8/2021,Athletico-PR,Corinthians,1,0,1,0,2,0,1,1,2,12,7,19,Athletico-PRCorinthians,0
2404,2404,7432,2021,17,22/8/2021,Santos,Internacional,2,2,0,0,2,2,0,4,4,19,14,33,SantosInternacional,0
2405,2405,7433,2021,17,22/8/2021,Sport,Sao Paulo,2,2,0,0,2,2,0,4,4,15,17,32,SportSao Paulo,0
2406,2406,7434,2021,17,23/8/2021,America-MG,Bragantino,2,0,0,0,2,0,0,2,2,14,15,29,America-MGBragantino,0
2407,2407,7435,2021,17,23/8/2021,Fluminense,Atletico-MG,3,3,0,0,3,3,0,6,6,16,16,32,FluminenseAtletico-MG,0
2408,2408,7436,2021,18,28/8/2021,Sport,Chapecoense,1,1,1,0,2,1,1,2,3,17,17,34,SportChapecoense,0
2409,2409,7437,2021,18,28/8/2021,Santos,Flamengo,4,4,0,0,4,4,0,8,8,14,14,28,SantosFlamengo,0
2410,2410,7438,2021,18,28/8/2021,Gremio,Corinthians,1,2,1,0,2,2,1,3,4,17,7,24,GremioCorinthians,0
2411,2411,7439,2021,18,28/8/2021,Palmeiras,Athletico-PR,3,0,0,0,3,0,0,3,3,10,16,26,PalmeirasAthletico-PR,0
2412,2412,7440,2021,18,29/8/2021,America-MG,Ceara,1,2,0,0,1,2,0,3,3,19,13,32,America-MGCeara,0
2413,2413,7441,2021,18,29/8/2021,Juventude,Sao Paulo,2,5,0,0,2,5,0,7,7,15,21,36,JuventudeSao Paulo,0
2414,2414,7442,2021,18,29/8/2021,Atletico-GO,Internacional,1,2,0,0,1,2,0,3,3,13,15,28,Atletico-GOInternacional,0
2415,2415,7443,2021,18,29/8/2021,Bragantino,Atletico-MG,3,4,0,0,3,4,0,7,7,16,18,34,BragantinoAtletico-MG,0
2416,2416,7444,2021,18,30/8/2021,Fluminense,Bahia,2,4,0,0,2,4,0,6,6,19,21,40,FluminenseBahia,0
2417,2417,7445,2021,18,30/8/2021,Fortaleza,Cuiaba,2,5,0,0,2,5,0,7,7,15,17,32,FortalezaCuiaba,0
2418,2418,7446,2021,19,4/9/2021,Bahia,Fortaleza,3,1,0,0,3,1,0,4,4,25,7,32,BahiaFortaleza,0
2419,2419,7447,2021,19,4/9/2021,Cuiaba,Santos,3,1,0,0,3,1,0,4,4,11,11,22,CuiabaSantos,0
2420,2420,7448,2021,19,5/9/2021,Athletico-PR,Sport,1,2,0,1,1,3,1,3,4,10,9,19,Athletico-PRSport,0
2421,2421,7449,2021,19,7/9/2021,Corinthians,Juventude,3,4,0,0,3,4,0,7,7,15,20,35,CorinthiansJuventude,0
3028,3028,7450,2021,19,7/9/2021,Chapecoense,Fluminense,0,0,0,0,0,0,0,0,0,18,4,22,ChapecoenseFluminense,0
2422,2422,7451,2021,19,22/9/2021,Sao Paulo,America-MG,3,1,0,0,3,1,0,4,4,17,18,35,Sao PauloAmerica-MG,0
2423,2423,7452,2021,19,20/10/2021,Ceara,Palmeiras,4,2,0,0,4,2,0,6,6,19,11,30,CearaPalmeiras,0
2424,2424,7453,2021,19,21/10/2021,Internacional,Bragantino,5,2,0,0,5,2,0,7,7,18,13,31,InternacionalBragantino,0
2425,2425,7454,2021,19,3/11/2021,Atletico-MG,Gremio,5,6,0,0,5,6,0,11,11,10,14,24,Atletico-MGGremio,0
2426,2426,7455,2021,19,5/11/2021,Flamengo,Atletico-GO,2,1,0,0,2,1,0,3,3,10,15,25,FlamengoAtletico-GO,0
2427,2427,7456,2021,20,11/9/2021,America-MG,Athletico-PR,1,1,0,0,1,1,0,2,2,14,17,31,America-MGAthletico-PR,0
2428,2428,7457,2021,20,11/9/2021,Juventude,Cuiaba,3,5,0,1,3,6,1,8,9,12,13,25,JuventudeCuiaba,0
2429,2429,7458,2021,20,11/9/2021,Bragantino,Chapecoense,4,2,1,0,5,2,1,6,7,17,13,30,BragantinoChapecoense,0
2430,2430,7459,2021,20,11/9/2021,Santos,Bahia,1,4,0,0,1,4,0,5,5,16,20,36,SantosBahia,0
3029,3029,7460,2021,20,12/9/2021,Gremio,Ceara,0,0,0,0,0,0,0,0,0,22,9,31,GremioCeara,0
2431,2431,7461,2021,20,12/9/2021,Fortaleza,Atletico-MG,1,2,0,0,1,2,0,3,3,13,18,31,FortalezaAtletico-MG,0
2432,2432,7462,2021,20,12/9/2021,Palmeiras,Flamengo,0,2,1,0,1,2,1,2,3,14,15,29,PalmeirasFlamengo,0
2433,2433,7463,2021,20,12/9/2021,Atletico-GO,Corinthians,4,2,0,0,4,2,0,6,6,10,10,20,Atletico-GOCorinthians,0
2434,2434,7464,2021,20,12/9/2021,Fluminense,Sao Paulo,5,4,0,0,5,4,0,9,9,16,16,32,FluminenseSao Paulo,0
2435,2435,7465,2021,20,13/9/2021,Sport,Internacional,4,1,0,0,4,1,0,5,5,21,20,41,SportInternacional,0
2436,2436,7466,2021,21,18/9/2021,Chapecoense,Palmeiras,2,2,0,0,2,2,0,4,4,16,14,30,ChapecoensePalmeiras,0
2437,2437,7467,2021,21,18/9/2021,Athletico-PR,Juventude,5,1,0,1,5,2,1,6,7,18,7,25,Athletico-PRJuventude,0
2438,2438,7468,2021,21,18/9/2021,Atletico-MG,Sport,2,3,0,0,2,3,0,5,5,18,13,31,Atletico-MGSport,0
2439,2439,7469,2021,21,18/9/2021,Bahia,Bragantino,1,4,0,0,1,4,0,5,5,16,13,29,BahiaBragantino,0
2440,2440,7470,2021,21,18/9/2021,Ceara,Santos,3,2,0,0,3,2,0,5,5,17,13,30,CearaSantos,0
2441,2441,7471,2021,21,19/9/2021,Internacional,Fortaleza,3,1,1,1,4,2,2,4,6,12,15,27,InternacionalFortaleza,0
2442,2442,7472,2021,21,19/9/2021,Sao Paulo,Atletico-GO,1,2,0,0,1,2,0,3,3,18,11,29,Sao PauloAtletico-GO,0
2443,2443,7473,2021,21,19/9/2021,Corinthians,America-MG,1,0,1,0,2,0,1,1,2,8,13,21,CorinthiansAmerica-MG,0
2444,2444,7474,2021,21,19/9/2021,Flamengo,Gremio,3,4,0,0,3,4,0,7,7,16,17,33,FlamengoGremio,0
2445,2445,7475,2021,21,20/9/2021,Cuiaba,Fluminense,2,2,1,0,3,2,1,4,5,15,16,31,CuiabaFluminense,0
2446,2446,7476,2021,22,25/9/2021,Ceara,Chapecoense,0,3,0,1,0,4,1,3,4,8,18,26,CearaChapecoense,0
2447,2447,7477,2021,22,25/9/2021,Corinthians,Palmeiras,1,1,0,0,1,1,0,2,2,8,11,19,CorinthiansPalmeiras,1
2448,2448,7478,2021,22,25/9/2021,Sao Paulo,Atletico-MG,1,1,0,0,1,1,0,2,2,14,12,26,Sao PauloAtletico-MG,0
2449,2449,7479,2021,22,26/9/2021,America-MG,Flamengo,1,1,0,0,1,1,0,2,2,9,12,21,America-MGFlamengo,0
2450,2450,7480,2021,22,26/9/2021,Internacional,Bahia,2,2,0,0,2,2,0,4,4,19,15,34,InternacionalBahia,0
2451,2451,7481,2021,22,26/9/2021,Fluminense,Bragantino,2,2,0,0,2,2,0,4,4,11,19,30,FluminenseBragantino,0
2452,2452,7482,2021,22,26/9/2021,Juventude,Santos,3,0,0,0,3,0,0,3,3,15,16,31,JuventudeSantos,0
2453,2453,7483,2021,22,26/9/2021,Sport,Fortaleza,5,2,0,0,5,2,0,7,7,19,14,33,SportFortaleza,0
2454,2454,7484,2021,22,26/9/2021,Athletico-PR,Gremio,1,5,0,0,1,5,0,6,6,17,18,35,Athletico-PRGremio,0
2455,2455,7485,2021,22,26/9/2021,Atletico-GO,Cuiaba,1,4,0,0,1,4,0,5,5,10,16,26,Atletico-GOCuiaba,0
2456,2456,7486,2021,23,2/10/2021,Cuiaba,America-MG,1,2,0,0,1,2,0,3,3,13,20,33,CuiabaAmerica-MG,0
2457,2457,7487,2021,23,2/10/2021,Fortaleza,Atletico-GO,1,4,0,0,1,4,0,5,5,14,20,34,FortalezaAtletico-GO,0
3030,3030,7488,2021,23,2/10/2021,Bragantino,Corinthians,0,0,0,0,0,0,0,0,0,10,6,16,BragantinoCorinthians,1
2458,2458,7489,2021,23,2/10/2021,Atletico-MG,Internacional,4,2,0,0,4,2,0,6,6,16,15,31,Atletico-MGInternacional,0
2459,2459,7490,2021,23,3/10/2021,Flamengo,Athletico-PR,2,2,0,0,2,2,0,4,4,13,14,27,FlamengoAthletico-PR,0
2460,2460,7491,2021,23,3/10/2021,Chapecoense,Sao Paulo,1,1,0,0,1,1,0,2,2,11,11,22,ChapecoenseSao Paulo,0
2461,2461,7492,2021,23,3/10/2021,Palmeiras,Juventude,1,1,0,0,1,1,0,2,2,19,13,32,PalmeirasJuventude,0
2462,2462,7493,2021,23,3/10/2021,Gremio,Sport,2,1,0,0,2,1,0,3,3,21,18,39,GremioSport,0
2463,2463,7494,2021,23,27/10/2021,Santos,Fluminense,2,2,0,0,2,2,0,4,4,18,10,28,SantosFluminense,0
2464,2464,7495,2021,23,27/10/2021,Bahia,Ceara,3,2,0,1,3,3,1,5,6,19,13,32,BahiaCeara,0
2465,2465,7496,2021,24,5/10/2021,Corinthians,Bahia,0,1,0,1,0,2,1,1,2,14,18,32,CorinthiansBahia,0
2466,2466,7497,2021,24,6/10/2021,Chapecoense,Atletico-MG,2,1,0,0,2,1,0,3,3,12,17,29,ChapecoenseAtletico-MG,0
2467,2467,7498,2021,24,6/10/2021,Atletico-GO,Athletico-PR,3,3,0,0,3,3,0,6,6,12,16,28,Atletico-GOAthletico-PR,0
2468,2468,7499,2021,24,6/10/2021,Sport,Juventude,2,2,0,0,2,2,0,4,4,11,11,22,SportJuventude,0
2469,2469,7500,2021,24,6/10/2021,Ceara,Internacional,5,2,0,0,5,2,0,7,7,22,16,38,CearaInternacional,0
2470,2470,7501,2021,24,6/10/2021,Bragantino,Flamengo,1,3,0,0,1,3,0,4,4,13,20,33,BragantinoFlamengo,0
2471,2471,7502,2021,24,6/10/2021,Fluminense,Fortaleza,2,2,0,0,2,2,0,4,4,13,16,29,FluminenseFortaleza,0
2472,2472,7503,2021,24,6/10/2021,America-MG,Palmeiras,2,3,0,0,2,3,0,5,5,14,17,31,America-MGPalmeiras,0
2473,2473,7504,2021,24,6/10/2021,Gremio,Cuiaba,2,2,0,0,2,2,0,4,4,15,10,25,GremioCuiaba,0
2474,2474,7505,2021,24,7/10/2021,Sao Paulo,Santos,2,4,0,0,2,4,0,6,6,19,13,32,Sao PauloSantos,1
2475,2475,7506,2021,25,9/10/2021,Fluminense,Atletico-GO,2,2,0,0,2,2,0,4,4,15,17,32,FluminenseAtletico-GO,0
2476,2476,7507,2021,25,9/10/2021,Atletico-MG,Ceara,1,3,0,0,1,3,0,4,4,12,10,22,Atletico-MGCeara,0
2477,2477,7508,2021,25,9/10/2021,Sport,Corinthians,3,0,0,0,3,0,0,3,3,14,7,21,SportCorinthians,0
2478,2478,7509,2021,25,9/10/2021,Fortaleza,Flamengo,0,2,1,0,1,2,1,2,3,10,17,27,FortalezaFlamengo,0
2479,2479,7510,2021,25,9/10/2021,Athletico-PR,Bahia,1,2,0,0,1,2,0,3,3,14,9,23,Athletico-PRBahia,0
2480,2480,7511,2021,25,9/10/2021,Palmeiras,Bragantino,1,2,0,0,1,2,0,3,3,14,15,29,PalmeirasBragantino,1
2481,2481,7512,2021,25,9/10/2021,Juventude,America-MG,6,3,0,0,6,3,0,9,9,24,26,50,JuventudeAmerica-MG,0
2482,2482,7513,2021,25,10/10/2021,Internacional,Chapecoense,3,1,0,0,3,1,0,4,4,16,14,30,InternacionalChapecoense,0
2483,2483,7514,2021,25,10/10/2021,Santos,Gremio,4,6,0,1,4,7,1,10,11,14,25,39,SantosGremio,0
2484,2484,7515,2021,25,11/10/2021,Cuiaba,Sao Paulo,2,2,0,0,2,2,0,4,4,14,16,30,CuiabaSao Paulo,0
2485,2485,7516,2021,26,12/10/2021,Bragantino,Atletico-GO,2,4,1,0,3,4,1,6,7,12,13,25,BragantinoAtletico-GO,0
2486,2486,7517,2021,26,12/10/2021,Bahia,Palmeiras,4,2,0,1,4,3,1,6,7,22,13,35,BahiaPalmeiras,0
2487,2487,7518,2021,26,13/10/2021,Atletico-MG,Santos,2,7,0,0,2,7,0,9,9,10,13,23,Atletico-MGSantos,0
2488,2488,7519,2021,26,13/10/2021,Chapecoense,Athletico-PR,4,5,0,0,4,5,0,9,9,17,13,30,ChapecoenseAthletico-PR,0
2489,2489,7520,2021,26,13/10/2021,Flamengo,Juventude,2,3,0,0,2,3,0,5,5,17,14,31,FlamengoJuventude,0
2490,2490,7521,2021,26,13/10/2021,Fortaleza,Gremio,2,2,0,0,2,2,0,4,4,13,17,30,FortalezaGremio,0
2491,2491,7522,2021,26,13/10/2021,Corinthians,Fluminense,1,1,0,0,1,1,0,2,2,4,9,13,CorinthiansFluminense,0
2492,2492,7523,2021,26,13/10/2021,Internacional,America-MG,1,2,0,0,1,2,0,3,3,21,23,44,InternacionalAmerica-MG,0
2493,2493,7524,2021,26,14/10/2021,Sao Paulo,Ceara,3,3,0,0,3,3,0,6,6,18,14,32,Sao PauloCeara,0
2494,2494,7525,2021,26,14/10/2021,Cuiaba,Sport,4,0,0,0,4,0,0,4,4,14,8,22,CuiabaSport,0
2495,2495,7526,2021,27,16/10/2021,Chapecoense,Fortaleza,3,1,0,0,3,1,0,4,4,20,12,32,ChapecoenseFortaleza,0
2496,2496,7527,2021,27,16/10/2021,America-MG,Bahia,1,2,0,0,1,2,0,3,3,12,22,34,America-MGBahia,0
2497,2497,7528,2021,27,17/10/2021,Athletico-PR,Fluminense,2,1,0,0,2,1,0,3,3,22,15,37,Athletico-PRFluminense,0
2498,2498,7529,2021,27,17/10/2021,Palmeiras,Internacional,3,4,0,1,3,5,1,7,8,13,21,34,PalmeirasInternacional,0
2499,2499,7530,2021,27,17/10/2021,Ceara,Bragantino,2,7,0,0,2,7,0,9,9,13,14,27,CearaBragantino,0
2500,2500,7531,2021,27,17/10/2021,Gremio,Juventude,1,3,0,0,1,3,0,4,4,24,15,39,GremioJuventude,1
2501,2501,7532,2021,27,17/10/2021,Atletico-GO,Atletico-MG,1,0,0,0,1,0,0,1,1,8,7,15,Atletico-GOAtletico-MG,0
2502,2502,7533,2021,27,17/10/2021,Sport,Santos,1,3,0,0,1,3,0,4,4,14,11,25,SportSantos,0
2503,2503,7534,2021,27,17/10/2021,Flamengo,Cuiaba,1,1,0,0,1,1,0,2,2,12,7,19,FlamengoCuiaba,0
2504,2504,7535,2021,27,18/10/2021,Sao Paulo,Corinthians,3,2,0,0,3,2,0,5,5,21,8,29,Sao PauloCorinthians,1
2505,2505,7536,2021,28,23/10/2021,Santos,America-MG,1,2,1,0,2,2,1,3,4,10,12,22,SantosAmerica-MG,0
2506,2506,7537,2021,28,23/10/2021,Juventude,Ceara,1,2,0,0,1,2,0,3,3,15,20,35,JuventudeCeara,0
2507,2507,7538,2021,28,23/10/2021,Fluminense,Flamengo,6,3,0,0,6,3,0,9,9,22,16,38,FluminenseFlamengo,1
2508,2508,7539,2021,28,23/10/2021,Fortaleza,Athletico-PR,2,2,0,0,2,2,0,4,4,13,12,25,FortalezaAthletico-PR,0
2509,2509,7540,2021,28,24/10/2021,Internacional,Corinthians,3,3,1,1,4,4,2,6,8,23,11,34,InternacionalCorinthians,0
3031,3031,7541,2021,28,24/10/2021,Atletico-MG,Cuiaba,0,0,0,0,0,0,0,0,0,12,13,25,Atletico-MGCuiaba,0
2510,2510,7542,2021,28,24/10/2021,Bragantino,Sao Paulo,3,0,0,0,3,0,0,3,3,14,19,33,BragantinoSao Paulo,1
2511,2511,7543,2021,28,24/10/2021,Bahia,Chapecoense,1,1,0,0,1,1,0,2,2,6,11,17,BahiaChapecoense,0
2512,2512,7544,2021,28,25/10/2021,Atletico-GO,Gremio,2,7,0,1,2,8,1,9,10,11,17,28,Atletico-GOGremio,0
2513,2513,7545,2021,28,25/10/2021,Palmeiras,Sport,1,3,0,0,1,3,0,4,4,10,20,30,PalmeirasSport,0
2514,2514,7546,2021,34,28/10/2021,Bragantino,Sport,3,6,0,0,3,6,0,9,9,17,14,31,BragantinoSport,0
2515,2515,7547,2021,34,20/11/2021,Atletico-MG,Juventude,1,2,0,0,1,2,0,3,3,20,13,33,Atletico-MGJuventude,0
2516,2516,7548,2021,34,20/11/2021,Fortaleza,Palmeiras,3,2,0,0,3,2,0,5,5,22,12,34,FortalezaPalmeiras,0
2517,2517,7549,2021,34,20/11/2021,Chapecoense,Gremio,1,1,0,0,1,1,0,2,2,19,18,37,ChapecoenseGremio,0
2518,2518,7550,2021,34,20/11/2021,Atletico-GO,Ceara,0,3,0,0,0,3,0,3,3,10,21,31,Atletico-GOCeara,0
2519,2519,7551,2021,34,20/11/2021,Internacional,Flamengo,2,1,0,0,2,1,0,3,3,14,13,27,InternacionalFlamengo,0
2520,2520,7552,2021,34,21/11/2021,Corinthians,Santos,1,0,0,0,1,0,0,1,1,6,8,14,CorinthiansSantos,1
2521,2521,7553,2021,34,21/11/2021,Fluminense,America-MG,1,2,0,0,1,2,0,3,3,21,17,38,FluminenseAmerica-MG,0
2522,2522,7554,2021,34,21/11/2021,Bahia,Cuiaba,1,0,0,0,1,0,0,1,1,12,9,21,BahiaCuiaba,0
2523,2523,7555,2021,34,24/11/2021,Sao Paulo,Athletico-PR,3,2,0,0,3,2,0,5,5,14,15,29,Sao PauloAthletico-PR,0
2524,2524,7556,2021,29,30/10/2021,Athletico-PR,Santos,1,2,0,0,1,2,0,3,3,11,9,20,Athletico-PRSantos,0
2525,2525,7557,2021,29,30/10/2021,Flamengo,Atletico-MG,4,2,0,0,4,2,0,6,6,22,19,41,FlamengoAtletico-MG,0
2526,2526,7558,2021,29,30/10/2021,Juventude,Bahia,2,1,0,0,2,1,0,3,3,13,17,30,JuventudeBahia,0
2527,2527,7559,2021,29,30/10/2021,America-MG,Fortaleza,0,5,0,0,0,5,0,5,5,13,19,32,America-MGFortaleza,0
2528,2528,7560,2021,29,31/10/2021,Gremio,Palmeiras,5,2,0,0,5,2,0,7,7,26,12,38,GremioPalmeiras,0
2529,2529,7561,2021,29,31/10/2021,Ceara,Fluminense,4,2,1,0,5,2,1,6,7,8,7,15,CearaFluminense,0
2530,2530,7562,2021,29,31/10/2021,Sao Paulo,Internacional,0,2,0,0,0,2,0,2,2,17,13,30,Sao PauloInternacional,0
2531,2531,7563,2021,29,31/10/2021,Sport,Atletico-GO,4,3,0,0,4,3,0,7,7,15,13,28,SportAtletico-GO,0
2532,2532,7564,2021,29,1/11/2021,Cuiaba,Bragantino,2,3,0,0,2,3,0,5,5,8,16,24,CuiabaBragantino,0
2533,2533,7565,2021,29,1/11/2021,Corinthians,Chapecoense,1,4,0,0,1,4,0,5,5,12,19,31,CorinthiansChapecoense,0
2534,2534,7566,2021,31,4/11/2021,Cuiaba,Chapecoense,1,1,0,0,1,1,0,2,2,13,15,28,CuiabaChapecoense,0
2535,2535,7567,2021,31,9/11/2021,Gremio,Fluminense,3,1,0,0,3,1,0,4,4,18,9,27,GremioFluminense,0
2536,2536,7568,2021,31,10/11/2021,Athletico-PR,Ceara,4,3,0,1,4,4,1,7,8,9,10,19,Athletico-PRCeara,0
2537,2537,7569,2021,31,10/11/2021,Atletico-MG,Corinthians,2,2,0,0,2,2,0,4,4,20,4,24,Atletico-MGCorinthians,0
2538,2538,7570,2021,31,10/11/2021,Santos,Bragantino,2,1,0,0,2,1,0,3,3,11,10,21,SantosBragantino,1
2539,2539,7571,2021,31,10/11/2021,Palmeiras,Atletico-GO,1,3,0,0,1,3,0,4,4,10,13,23,PalmeirasAtletico-GO,0
2540,2540,7572,2021,31,10/11/2021,Fortaleza,Sao Paulo,4,5,0,0,4,5,0,9,9,15,11,26,FortalezaSao Paulo,0
2541,2541,7573,2021,31,10/11/2021,Sport,America-MG,2,3,1,0,3,3,1,5,6,11,14,25,SportAmerica-MG,0
2542,2542,7574,2021,31,10/11/2021,Juventude,Internacional,2,4,0,0,2,4,0,6,6,19,15,34,JuventudeInternacional,1
2543,2543,7575,2021,31,11/11/2021,Flamengo,Bahia,0,2,1,2,1,4,3,2,5,14,9,23,FlamengoBahia,0
2544,2544,7576,2021,30,6/11/2021,Corinthians,Fortaleza,3,3,0,0,3,3,0,6,6,18,26,44,CorinthiansFortaleza,0
2545,2545,7577,2021,30,6/11/2021,Internacional,Gremio,1,3,1,1,2,4,2,4,6,19,17,36,InternacionalGremio,1
2546,2546,7578,2021,30,6/11/2021,Fluminense,Sport,1,1,0,0,1,1,0,2,2,11,12,23,FluminenseSport,0
2547,2547,7579,2021,30,7/11/2021,Bragantino,Athletico-PR,2,3,0,0,2,3,0,5,5,16,25,41,BragantinoAthletico-PR,0
2548,2548,7580,2021,30,7/11/2021,Atletico-MG,America-MG,3,2,0,0,3,2,0,5,5,21,10,31,Atletico-MGAmerica-MG,1
2549,2549,7581,2021,30,7/11/2021,Santos,Palmeiras,3,2,0,0,3,2,0,5,5,14,17,31,SantosPalmeiras,1
2550,2550,7582,2021,30,7/11/2021,Bahia,Sao Paulo,1,2,0,0,1,2,0,3,3,11,18,29,BahiaSao Paulo,0
2551,2551,7583,2021,30,7/11/2021,Ceara,Cuiaba,3,1,0,0,3,1,0,4,4,15,13,28,CearaCuiaba,0
2552,2552,7584,2021,30,8/11/2021,Chapecoense,Flamengo,3,3,1,1,4,4,2,6,8,14,11,25,ChapecoenseFlamengo,0
2553,2553,7585,2021,30,23/11/2021,Atletico-GO,Juventude,1,2,0,0,1,2,0,3,3,19,16,35,Atletico-GOJuventude,0
2554,2554,7586,2021,32,13/11/2021,Atletico-GO,Santos,2,3,0,0,2,3,0,5,5,13,13,26,Atletico-GOSantos,0
2555,2555,7587,2021,32,13/11/2021,America-MG,Gremio,3,1,0,0,3,1,0,4,4,14,16,30,America-MGGremio,0
2556,2556,7588,2021,32,13/11/2021,Bragantino,Fortaleza,3,4,0,0,3,4,0,7,7,25,12,37,BragantinoFortaleza,0
2557,2557,7589,2021,32,13/11/2021,Internacional,Athletico-PR,7,3,0,0,7,3,0,10,10,17,13,30,InternacionalAthletico-PR,0
2558,2558,7590,2021,32,13/11/2021,Corinthians,Cuiaba,1,1,0,0,1,1,0,2,2,15,9,24,CorinthiansCuiaba,0
2559,2559,7591,2021,32,14/11/2021,Sao Paulo,Flamengo,1,1,1,0,2,1,1,2,3,6,9,15,Sao PauloFlamengo,0
2560,2560,7592,2021,32,14/11/2021,Fluminense,Palmeiras,4,6,1,2,5,8,3,10,13,12,20,32,FluminensePalmeiras,0
2561,2561,7593,2021,32,14/11/2021,Ceara,Sport,1,2,0,0,1,2,0,3,3,12,17,29,CearaSport,0
2562,2562,7594,2021,32,14/11/2021,Chapecoense,Juventude,3,3,0,0,3,3,0,6,6,15,17,32,ChapecoenseJuventude,0
2563,2563,7595,2021,32,2/12/2021,Bahia,Atletico-MG,2,3,0,0,2,3,0,5,5,13,12,25,BahiaAtletico-MG,0
2564,2564,7596,2021,33,16/11/2021,Athletico-PR,Atletico-MG,1,2,0,0,1,2,0,3,3,15,14,29,Athletico-PRAtletico-MG,0
2565,2565,7597,2021,33,16/11/2021,Gremio,Bragantino,0,2,0,0,0,2,0,2,2,15,17,32,GremioBragantino,0
2566,2566,7598,2021,33,17/11/2021,America-MG,Atletico-GO,1,1,0,0,1,1,0,2,2,7,14,21,America-MGAtletico-GO,0
2567,2567,7599,2021,33,17/11/2021,Santos,Chapecoense,1,2,0,0,1,2,0,3,3,14,14,28,SantosChapecoense,0
2568,2568,7600,2021,33,17/11/2021,Cuiaba,Internacional,4,1,0,0,4,1,0,5,5,14,17,31,CuiabaInternacional,0
2569,2569,7601,2021,33,17/11/2021,Fortaleza,Ceara,1,4,0,0,1,4,0,5,5,14,14,28,FortalezaCeara,1
2570,2570,7602,2021,33,17/11/2021,Palmeiras,Sao Paulo,1,2,0,0,1,2,0,3,3,12,19,31,PalmeirasSao Paulo,1
2571,2571,7603,2021,33,17/11/2021,Juventude,Fluminense,2,1,0,0,2,1,0,3,3,20,19,39,JuventudeFluminense,0
2572,2572,7604,2021,33,17/11/2021,Flamengo,Corinthians,1,2,0,0,1,2,0,3,3,15,8,23,FlamengoCorinthians,0
2573,2573,7605,2021,33,18/11/2021,Sport,Bahia,1,3,0,0,1,3,0,4,4,19,14,33,SportBahia,0
2574,2574,7606,2021,35,23/11/2021,Palmeiras,Atletico-MG,4,3,0,0,4,3,0,7,7,16,22,38,PalmeirasAtletico-MG,0
2575,2575,7607,2021,35,24/11/2021,Fluminense,Internacional,5,5,0,1,5,6,1,10,11,20,18,38,FluminenseInternacional,0
2576,2576,7608,2021,35,25/11/2021,Santos,Fortaleza,3,2,0,0,3,2,0,5,5,15,15,30,SantosFortaleza,0
2577,2577,7609,2021,35,25/11/2021,Ceara,Corinthians,3,4,0,0,3,4,0,7,7,16,13,29,CearaCorinthians,0
2578,2578,7610,2021,35,29/11/2021,Atletico-GO,Bahia,5,3,0,1,5,4,1,8,9,16,20,36,Atletico-GOBahia,0
2579,2579,7611,2021,35,30/11/2021,Juventude,Bragantino,3,3,0,0,3,3,0,6,6,15,25,40,JuventudeBragantino,0
2580,2580,7612,2021,35,30/11/2021,America-MG,Chapecoense,2,2,0,0,2,2,0,4,4,10,11,21,America-MGChapecoense,0
2581,2581,7613,2021,35,2/12/2021,Gremio,Sao Paulo,3,2,0,0,3,2,0,5,5,17,13,30,GremioSao Paulo,0
2582,2582,7614,2021,35,3/12/2021,Athletico-PR,Cuiaba,4,6,0,1,4,7,1,10,11,15,14,29,Athletico-PRCuiaba,0
2583,2583,7615,2021,35,3/12/2021,Sport,Flamengo,2,3,0,0,2,3,0,5,5,13,11,24,SportFlamengo,0
2584,2584,7616,2021,36,26/11/2021,Bahia,Gremio,3,3,0,0,3,3,0,6,6,15,15,30,BahiaGremio,0
2585,2585,7617,2021,36,27/11/2021,Bragantino,America-MG,3,2,0,0,3,2,0,5,5,21,14,35,BragantinoAmerica-MG,0
2586,2586,7618,2021,36,27/11/2021,Sao Paulo,Sport,0,1,0,0,0,1,0,1,1,16,14,30,Sao PauloSport,0
2587,2587,7619,2021,36,28/11/2021,Corinthians,Athletico-PR,5,3,0,0,5,3,0,8,8,14,19,33,CorinthiansAthletico-PR,0
2588,2588,7620,2021,36,28/11/2021,Atletico-MG,Fluminense,6,3,0,0,6,3,0,9,9,22,18,40,Atletico-MGFluminense,0
