,ID,Unnamed: 0,campeonato,clube_mandante,clube_visitante,data,qtd_cartao_amarelo_mandante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_mandante,qtd_cartao_vermelho_visitante,total_cartoes_amarelos,total_cartoes_mandante,total_cartoes_partida,total_cartoes_vermelhos,total_cartoes_visitante
2728,7384,2728.0,19,Bragantino,Santos,18/7/2021,3,6,0,0,9,3,9,0,6
2729,7385,2729.0,19,America-MG,Sport,19/7/2021,1,3,0,0,4,1,4,0,3
2730,7386,2730.0,19,Gremio,America-MG,24/7/2021,3,3,0,0,6,3,6,0,3
2731,7387,2731.0,19,Palmeiras,Fluminense,24/7/2021,1,2,0,0,3,1,3,0,2
2732,7388,2732.0,19,Atletico-MG,Bahia,25/7/2021,2,1,0,0,3,2,3,0,1
2733,7389,2733.0,19,Fortaleza,Bragantino,25/7/2021,4,2,0,0,6,4,6,0,2
2734,7390,2734.0,19,Flamengo,Sao Paulo,25/7/2021,3,6,0,0,9,3,9,0,6
2735,7391,2735.0,19,Santos,Atletico-GO,25/7/2021,2,2,0,0,4,2,4,0,2
2736,7392,2736.0,19,Athletico-PR,Internacional,25/7/2021,4,3,0,0,7,4,7,0,3
2737,7393,2737.0,19,Sport,Ceara,25/7/2021,4,1,0,0,5,4,5,0,1
2738,7394,2738.0,19,Juventude,Chapecoense,26/7/2021,5,1,0,0,6,5,6,0,1
2739,7395,2739.0,19,Cuiaba,Corinthians,26/7/2021,2,1,1,0,3,3,4,1,1
2740,7396,2740.0,19,Sao Paulo,Palmeiras,31/7/2021,3,3,1,0,6,4,7,1,3
2741,7397,2741.0,19,Internacional,Cuiaba,31/7/2021,2,3,1,0,5,3,6,1,3
2742,7398,2742.0,19,Bragantino,Gremio,31/7/2021,1,2,0,0,3,1,3,0,2
2743,7399,2743.0,19,Corinthians,Flamengo,1/8/2021,1,1,0,0,2,1,2,0,1
2744,7400,2744.0,19,Atletico-MG,Athletico-PR,1/8/2021,3,3,1,0,6,4,7,1,3
2745,7402,2745.0,19,Bahia,Sport,1/8/2021,2,3,0,0,5,2,5,0,3
2746,7403,2746.0,19,Atletico-GO,America-MG,1/8/2021,4,0,0,0,4,4,4,0,0
2747,7404,2747.0,19,Ceara,Fortaleza,1/8/2021,2,3,0,0,5,2,5,0,3
2748,7405,2748.0,19,Fluminense,Juventude,2/9/2021,2,1,0,0,3,2,3,0,1
2749,7406,2749.0,19,Sport,Bragantino,6/8/2021,3,1,0,0,4,3,4,0,1
2750,7407,2750.0,19,Athletico-PR,Sao Paulo,7/8/2021,2,4,0,1,6,2,7,1,5
2751,7408,2751.0,19,Palmeiras,Fortaleza,7/8/2021,5,2,1,1,7,6,9,2,3
2752,7409,2752.0,19,Cuiaba,Bahia,7/8/2021,1,2,1,0,3,2,4,1,2
2753,7410,2753.0,19,Juventude,Atletico-MG,8/8/2021,1,3,0,0,4,1,4,0,3
2754,7411,2754.0,19,America-MG,Fluminense,8/8/2021,2,2,0,0,4,2,4,0,2
2755,7412,2755.0,19,Santos,Corinthians,8/8/2021,1,1,0,0,2,1,2,0,1
2756,7413,2756.0,19,Ceara,Atletico-GO,8/8/2021,2,2,0,0,4,2,4,0,2
2757,7414,2757.0,19,Flamengo,Internacional,8/8/2021,2,2,1,0,4,3,5,1,2
2758,7415,2758.0,19,Gremio,Chapecoense,9/8/2021,1,3,0,0,4,1,4,0,3
2759,7416,2759.0,19,Bragantino,Juventude,14/8/2021,4,4,0,0,8,4,8,0,4
2760,7417,2760.0,19,Atletico-MG,Palmeiras,14/8/2021,2,1,0,1,3,2,4,1,2
2761,7418,2761.0,19,Sao Paulo,Gremio,14/8/2021,3,1,0,0,4,3,4,0,1
2762,7419,2762.0,19,Flamengo,Sport,15/8/2021,4,1,0,0,5,4,5,0,1
2763,7420,2763.0,19,Corinthians,Ceara,15/8/2021,1,1,0,0,2,1,2,0,1
2764,7421,2764.0,19,Bahia,Atletico-GO,15/8/2021,2,0,0,0,2,2,2,0,0
2765,7422,2765.0,19,Cuiaba,Athletico-PR,15/8/2021,1,1,0,0,2,1,2,0,1
2766,7423,2766.0,19,Fortaleza,Santos,15/8/2021,2,1,0,0,3,2,3,0,1
2767,7424,2767.0,19,Internacional,Fluminense,15/8/2021,2,0,0,0,2,2,2,0,0
2768,7425,2768.0,19,Chapecoense,America-MG,16/8/2021,1,1,1,0,2,2,3,1,1
2769,7426,2769.0,19,Atletico-GO,Chapecoense,21/8/2021,2,5,1,0,7,3,8,1,5
2770,7427,2770.0,19,Gremio,Bahia,21/8/2021,1,1,0,0,2,1,2,0,1
2771,7428,2771.0,19,Juventude,Fortaleza,21/8/2021,1,1,0,0,2,1,2,0,1
2772,7429,2772.0,19,Palmeiras,Cuiaba,22/8/2021,1,1,0,0,2,1,2,0,1
2773,7430,2773.0,19,Ceara,Flamengo,22/8/2021,0,2,0,0,2,0,2,0,2
2774,7431,2774.0,19,Athletico-PR,Corinthians,22/8/2021,1,0,1,0,1,2,2,1,0
2775,7432,2775.0,19,Santos,Internacional,22/8/2021,2,2,0,0,4,2,4,0,2
2776,7433,2776.0,19,Sport,Sao Paulo,22/8/2021,2,2,0,0,4,2,4,0,2
2777,7434,2777.0,19,America-MG,Bragantino,23/8/2021,2,0,0,0,2,2,2,0,0
2778,7435,2778.0,19,Fluminense,Atletico-MG,23/8/2021,3,3,0,0,6,3,6,0,3
2779,7436,2779.0,19,Sport,Chapecoense,28/8/2021,1,1,1,0,2,2,3,1,1
2780,7437,2780.0,19,Santos,Flamengo,28/8/2021,4,4,0,0,8,4,8,0,4
2781,7438,2781.0,19,Gremio,Corinthians,28/8/2021,1,2,1,0,3,2,4,1,2
2782,7439,2782.0,19,Palmeiras,Athletico-PR,28/8/2021,3,0,0,0,3,3,3,0,0
2783,7440,2783.0,19,America-MG,Ceara,29/8/2021,1,2,0,0,3,1,3,0,2
2784,7441,2784.0,19,Juventude,Sao Paulo,29/8/2021,2,5,0,0,7,2,7,0,5
2785,7442,2785.0,19,Atletico-GO,Internacional,29/8/2021,1,2,0,0,3,1,3,0,2
2786,7443,2786.0,19,Bragantino,Atletico-MG,29/8/2021,3,4,0,0,7,3,7,0,4
2787,7444,2787.0,19,Fluminense,Bahia,30/8/2021,2,4,0,0,6,2,6,0,4
2788,7445,2788.0,19,Fortaleza,Cuiaba,30/8/2021,2,5,0,0,7,2,7,0,5
2789,7446,2789.0,19,Bahia,Fortaleza,4/9/2021,3,1,0,0,4,3,4,0,1
2790,7447,2790.0,19,Cuiaba,Santos,4/9/2021,3,1,0,0,4,3,4,0,1
2791,7448,2791.0,19,Athletico-PR,Sport,5/9/2021,1,2,0,1,3,1,4,1,3
2792,7449,2792.0,19,Corinthians,Juventude,7/9/2021,3,4,0,0,7,3,7,0,4
2793,7451,2793.0,19,Sao Paulo,America-MG,22/9/2021,3,1,0,0,4,3,4,0,1
2794,7452,2794.0,19,Ceara,Palmeiras,20/10/2021,4,2,0,0,6,4,6,0,2
2795,7453,2795.0,19,Internacional,Bragantino,21/10/2021,5,2,0,0,7,5,7,0,2
2796,7454,2796.0,19,Atletico-MG,Gremio,3/11/2021,5,6,0,0,11,5,11,0,6
2797,7455,2797.0,19,Flamengo,Atletico-GO,5/11/2021,2,1,0,0,3,2,3,0,1
2798,7456,2798.0,19,America-MG,Athletico-PR,11/9/2021,1,1,0,0,2,1,2,0,1
2799,7457,2799.0,19,Juventude,Cuiaba,11/9/2021,3,5,0,1,8,3,9,1,6
2800,7458,2800.0,19,Bragantino,Chapecoense,11/9/2021,4,2,1,0,6,5,7,1,2
2801,7459,2801.0,19,Santos,Bahia,11/9/2021,1,4,0,0,5,1,5,0,4
2802,7461,2802.0,19,Fortaleza,Atletico-MG,12/9/2021,1,2,0,0,3,1,3,0,2
2803,7462,2803.0,19,Palmeiras,Flamengo,12/9/2021,0,2,1,0,2,1,3,1,2
2804,7463,2804.0,19,Atletico-GO,Corinthians,12/9/2021,4,2,0,0,6,4,6,0,2
2805,7464,2805.0,19,Fluminense,Sao Paulo,12/9/2021,5,4,0,0,9,5,9,0,4
2806,7465,2806.0,19,Sport,Internacional,13/9/2021,4,1,0,0,5,4,5,0,1
2807,7466,2807.0,19,Chapecoense,Palmeiras,18/9/2021,2,2,0,0,4,2,4,0,2
2808,7467,2808.0,19,Athletico-PR,Juventude,18/9/2021,5,1,0,1,6,5,7,1,2
2809,7468,2809.0,19,Atletico-MG,Sport,18/9/2021,2,3,0,0,5,2,5,0,3
2810,7469,2810.0,19,Bahia,Bragantino,18/9/2021,1,4,0,0,5,1,5,0,4
2811,7470,2811.0,19,Ceara,Santos,18/9/2021,3,2,0,0,5,3,5,0,2
2812,7471,2812.0,19,Internacional,Fortaleza,19/9/2021,3,1,1,1,4,4,6,2,2
2813,7472,2813.0,19,Sao Paulo,Atletico-GO,19/9/2021,1,2,0,0,3,1,3,0,2
2814,7473,2814.0,19,Corinthians,America-MG,19/9/2021,1,0,1,0,1,2,2,1,0
2815,7474,2815.0,19,Flamengo,Gremio,19/9/2021,3,4,0,0,7,3,7,0,4
2816,7475,2816.0,19,Cuiaba,Fluminense,20/9/2021,2,2,1,0,4,3,5,1,2
2817,7476,2817.0,19,Ceara,Chapecoense,25/9/2021,0,3,0,1,3,0,4,1,4
2818,7477,2818.0,19,Corinthians,Palmeiras,25/9/2021,1,1,0,0,2,1,2,0,1
2819,7478,2819.0,19,Sao Paulo,Atletico-MG,25/9/2021,1,1,0,0,2,1,2,0,1
2820,7479,2820.0,19,America-MG,Flamengo,26/9/2021,1,1,0,0,2,1,2,0,1
2821,7480,2821.0,19,Internacional,Bahia,26/9/2021,2,2,0,0,4,2,4,0,2
2822,7481,2822.0,19,Fluminense,Bragantino,26/9/2021,2,2,0,0,4,2,4,0,2
2823,7482,2823.0,19,Juventude,Santos,26/9/2021,3,0,0,0,3,3,3,0,0
2824,7483,2824.0,19,Sport,Fortaleza,26/9/2021,5,2,0,0,7,5,7,0,2
2825,7484,2825.0,19,Athletico-PR,Gremio,26/9/2021,1,5,0,0,6,1,6,0,5
2826,7485,2826.0,19,Atletico-GO,Cuiaba,26/9/2021,1,4,0,0,5,1,5,0,4
2827,7486,2827.0,19,Cuiaba,America-MG,2/10/2021,1,2,0,0,3,1,3,0,2
2828,7487,2828.0,19,Fortaleza,Atletico-GO,2/10/2021,1,4,0,0,5,1,5,0,4
2829,7489,2829.0,19,Atletico-MG,Internacional,2/10/2021,4,2,0,0,6,4,6,0,2
2830,7490,2830.0,19,Flamengo,Athletico-PR,3/10/2021,2,2,0,0,4,2,4,0,2
2831,7491,2831.0,19,Chapecoense,Sao Paulo,3/10/2021,1,1,0,0,2,1,2,0,1
2832,7492,2832.0,19,Palmeiras,Juventude,3/10/2021,1,1,0,0,2,1,2,0,1
2833,7493,2833.0,19,Gremio,Sport,3/10/2021,2,1,0,0,3,2,3,0,1
2834,7494,2834.0,19,Santos,Fluminense,27/10/2021,2,2,0,0,4,2,4,0,2
2835,7495,2835.0,19,Bahia,Ceara,27/10/2021,3,2,0,1,5,3,6,1,3
2836,7496,2836.0,19,Corinthians,Bahia,5/10/2021,0,1,0,1,1,0,2,1,2
2837,7497,2837.0,19,Chapecoense,Atletico-MG,6/10/2021,2,1,0,0,3,2,3,0,1
2838,7498,2838.0,19,Atletico-GO,Athletico-PR,6/10/2021,3,3,0,0,6,3,6,0,3
2839,7499,2839.0,19,Sport,Juventude,6/10/2021,2,2,0,0,4,2,4,0,2
2840,7500,2840.0,19,Ceara,Internacional,6/10/2021,5,2,0,0,7,5,7,0,2
2841,7501,2841.0,19,Bragantino,Flamengo,6/10/2021,1,3,0,0,4,1,4,0,3
2842,7502,2842.0,19,Fluminense,Fortaleza,6/10/2021,2,2,0,0,4,2,4,0,2
2843,7503,2843.0,19,America-MG,Palmeiras,6/10/2021,2,3,0,0,5,2,5,0,3
2844,7504,2844.0,19,Gremio,Cuiaba,6/10/2021,2,2,0,0,4,2,4,0,2
2845,7505,2845.0,19,Sao Paulo,Santos,7/10/2021,2,4,0,0,6,2,6,0,4
2846,7506,2846.0,19,Fluminense,Atletico-GO,9/10/2021,2,2,0,0,4,2,4,0,2
2847,7507,2847.0,19,Atletico-MG,Ceara,9/10/2021,1,3,0,0,4,1,4,0,3
2848,7508,2848.0,19,Sport,Corinthians,9/10/2021,3,0,0,0,3,3,3,0,0
2849,7509,2849.0,19,Fortaleza,Flamengo,9/10/2021,0,2,1,0,2,1,3,1,2
2850,7510,2850.0,19,Athletico-PR,Bahia,9/10/2021,1,2,0,0,3,1,3,0,2
2851,7511,2851.0,19,Palmeiras,Bragantino,9/10/2021,1,2,0,0,3,1,3,0,2
2852,7512,2852.0,19,Juventude,America-MG,9/10/2021,6,3,0,0,9,6,9,0,3
2853,7513,2853.0,19,Internacional,Chapecoense,10/10/2021,3,1,0,0,4,3,4,0,1
2854,7514,2854.0,19,Santos,Gremio,10/10/2021,4,6,0,1,10,4,11,1,7
2855,7515,2855.0,19,Cuiaba,Sao Paulo,11/10/2021,2,2,0,0,4,2,4,0,2
2856,7516,2856.0,19,Bragantino,Atletico-GO,12/10/2021,2,4,1,0,6,3,7,1,4
2857,7517,2857.0,19,Bahia,Palmeiras,12/10/2021,4,2,0,1,6,4,7,1,3
2858,7518,2858.0,19,Atletico-MG,Santos,13/10/2021,2,7,0,0,9,2,9,0,7
2859,7519,2859.0,19,Chapecoense,Athletico-PR,13/10/2021,4,5,0,0,9,4,9,0,5
2860,7520,2860.0,19,Flamengo,Juventude,13/10/2021,2,3,0,0,5,2,5,0,3
2861,7521,2861.0,19,Fortaleza,Gremio,13/10/2021,2,2,0,0,4,2,4,0,2
2862,7522,2862.0,19,Corinthians,Fluminense,13/10/2021,1,1,0,0,2,1,2,0,1
2863,7523,2863.0,19,Internacional,America-MG,13/10/2021,1,2,0,0,3,1,3,0,2
2864,7524,2864.0,19,Sao Paulo,Ceara,14/10/2021,3,3,0,0,6,3,6,0,3
2865,7525,2865.0,19,Cuiaba,Sport,14/10/2021,4,0,0,0,4,4,4,0,0
2866,7526,2866.0,19,Chapecoense,Fortaleza,16/10/2021,3,1,0,0,4,3,4,0,1
2867,7527,2867.0,19,America-MG,Bahia,16/10/2021,1,2,0,0,3,1,3,0,2
2868,7528,2868.0,19,Athletico-PR,Fluminense,17/10/2021,2,1,0,0,3,2,3,0,1
2869,7529,2869.0,19,Palmeiras,Internacional,17/10/2021,3,4,0,1,7,3,8,1,5
2870,7530,2870.0,19,Ceara,Bragantino,17/10/2021,2,7,0,0,9,2,9,0,7
2871,7531,2871.0,19,Gremio,Juventude,17/10/2021,1,3,0,0,4,1,4,0,3
2872,7532,2872.0,19,Atletico-GO,Atletico-MG,17/10/2021,1,0,0,0,1,1,1,0,0
2873,7533,2873.0,19,Sport,Santos,17/10/2021,1,3,0,0,4,1,4,0,3
2874,7534,2874.0,19,Flamengo,Cuiaba,17/10/2021,1,1,0,0,2,1,2,0,1
2875,7535,2875.0,19,Sao Paulo,Corinthians,18/10/2021,3,2,0,0,5,3,5,0,2
2876,7536,2876.0,19,Santos,America-MG,23/10/2021,1,2,1,0,3,2,4,1,2
2877,7537,2877.0,19,Juventude,Ceara,23/10/2021,1,2,0,0,3,1,3,0,2
2878,7538,2878.0,19,Fluminense,Flamengo,23/10/2021,6,3,0,0,9,6,9,0,3
2879,7539,2879.0,19,Fortaleza,Athletico-PR,23/10/2021,2,2,0,0,4,2,4,0,2
2880,7540,2880.0,19,Internacional,Corinthians,24/10/2021,3,3,1,1,6,4,8,2,4
2881,7542,2881.0,19,Bragantino,Sao Paulo,24/10/2021,3,0,0,0,3,3,3,0,0
2882,7543,2882.0,19,Bahia,Chapecoense,24/10/2021,1,1,0,0,2,1,2,0,1
2883,7544,2883.0,19,Atletico-GO,Gremio,25/10/2021,2,7,0,1,9,2,10,1,8
2884,7545,2884.0,19,Palmeiras,Sport,25/10/2021,1,3,0,0,4,1,4,0,3
2885,7546,2885.0,19,Bragantino,Sport,28/10/2021,3,6,0,0,9,3,9,0,6
2886,7547,2886.0,19,Atletico-MG,Juventude,20/11/2021,1,2,0,0,3,1,3,0,2
2887,7548,2887.0,19,Fortaleza,Palmeiras,20/11/2021,3,2,0,0,5,3,5,0,2
2888,7549,2888.0,19,Chapecoense,Gremio,20/11/2021,1,1,0,0,2,1,2,0,1
2889,7550,2889.0,19,Atletico-GO,Ceara,20/11/2021,0,3,0,0,3,0,3,0,3
2890,7551,2890.0,19,Internacional,Flamengo,20/11/2021,2,1,0,0,3,2,3,0,1
2891,7552,2891.0,19,Corinthians,Santos,21/11/2021,1,0,0,0,1,1,1,0,0
2892,7553,2892.0,19,Fluminense,America-MG,21/11/2021,1,2,0,0,3,1,3,0,2
2893,7554,2893.0,19,Bahia,Cuiaba,21/11/2021,1,0,0,0,1,1,1,0,0
2894,7555,2894.0,19,Sao Paulo,Athletico-PR,24/11/2021,3,2,0,0,5,3,5,0,2
2895,7556,2895.0,19,Athletico-PR,Santos,30/10/2021,1,2,0,0,3,1,3,0,2
2896,7557,2896.0,19,Flamengo,Atletico-MG,30/10/2021,4,2,0,0,6,4,6,0,2
2897,7558,2897.0,19,Juventude,Bahia,30/10/2021,2,1,0,0,3,2,3,0,1
2898,7559,2898.0,19,America-MG,Fortaleza,30/10/2021,0,5,0,0,5,0,5,0,5
2899,7560,2899.0,19,Gremio,Palmeiras,31/10/2021,5,2,0,0,7,5,7,0,2
2900,7561,2900.0,19,Ceara,Fluminense,31/10/2021,4,2,1,0,6,5,7,1,2
2901,7562,2901.0,19,Sao Paulo,Internacional,31/10/2021,0,2,0,0,2,0,2,0,2
2902,7563,2902.0,19,Sport,Atletico-GO,31/10/2021,4,3,0,0,7,4,7,0,3
2903,7564,2903.0,19,Cuiaba,Bragantino,1/11/2021,2,3,0,0,5,2,5,0,3
2904,7565,2904.0,19,Corinthians,Chapecoense,1/11/2021,1,4,0,0,5,1,5,0,4
2905,7566,2905.0,19,Cuiaba,Chapecoense,4/11/2021,1,1,0,0,2,1,2,0,1
2906,7567,2906.0,19,Gremio,Fluminense,9/11/2021,3,1,0,0,4,3,4,0,1
2907,7568,2907.0,19,Athletico-PR,Ceara,10/11/2021,4,3,0,1,7,4,8,1,4
2908,7569,2908.0,19,Atletico-MG,Corinthians,10/11/2021,2,2,0,0,4,2,4,0,2
2909,7570,2909.0,19,Santos,Bragantino,10/11/2021,2,1,0,0,3,2,3,0,1
2910,7571,2910.0,19,Palmeiras,Atletico-GO,10/11/2021,1,3,0,0,4,1,4,0,3
2911,7572,2911.0,19,Fortaleza,Sao Paulo,10/11/2021,4,5,0,0,9,4,9,0,5
2912,7573,2912.0,19,Sport,America-MG,10/11/2021,2,3,1,0,5,3,6,1,3
2913,7574,2913.0,19,Juventude,Internacional,10/11/2021,2,4,0,0,6,2,6,0,4
2914,7575,2914.0,19,Flamengo,Bahia,11/11/2021,0,2,1,2,2,1,5,3,4
2915,7576,2915.0,19,Corinthians,Fortaleza,6/11/2021,3,3,0,0,6,3,6,0,3
2916,7577,2916.0,19,Internacional,Gremio,6/11/2021,1,3,1,1,4,2,6,2,4
2917,7578,2917.0,19,Fluminense,Sport,6/11/2021,1,1,0,0,2,1,2,0,1
2918,7579,2918.0,19,Bragantino,Athletico-PR,7/11/2021,2,3,0,0,5,2,5,0,3
2919,7580,2919.0,19,Atletico-MG,America-MG,7/11/2021,3,2,0,0,5,3,5,0,2
2920,7581,2920.0,19,Santos,Palmeiras,7/11/2021,3,2,0,0,5,3,5,0,2
2921,7582,2921.0,19,Bahia,Sao Paulo,7/11/2021,1,2,0,0,3,1,3,0,2
2922,7583,2922.0,19,Ceara,Cuiaba,7/11/2021,3,1,0,0,4,3,4,0,1
2923,7584,2923.0,19,Chapecoense,Flamengo,8/11/2021,3,3,1,1,6,4,8,2,4
2924,7585,2924.0,19,Atletico-GO,Juventude,23/11/2021,1,2,0,0,3,1,3,0,2
2925,7586,2925.0,19,Atletico-GO,Santos,13/11/2021,2,3,0,0,5,2,5,0,3
2926,7587,2926.0,19,America-MG,Gremio,13/11/2021,3,1,0,0,4,3,4,0,1
2927,7588,2927.0,19,Bragantino,Fortaleza,13/11/2021,3,4,0,0,7,3,7,0,4
2928,7589,2928.0,19,Internacional,Athletico-PR,13/11/2021,7,3,0,0,10,7,10,0,3
2929,7590,2929.0,19,Corinthians,Cuiaba,13/11/2021,1,1,0,0,2,1,2,0,1
2930,7591,2930.0,19,Sao Paulo,Flamengo,14/11/2021,1,1,1,0,2,2,3,1,1
2931,7592,2931.0,19,Fluminense,Palmeiras,14/11/2021,4,6,1,2,10,5,13,3,8
2932,7593,2932.0,19,Ceara,Sport,14/11/2021,1,2,0,0,3,1,3,0,2
2933,7594,2933.0,19,Chapecoense,Juventude,14/11/2021,3,3,0,0,6,3,6,0,3
2934,7595,2934.0,19,Bahia,Atletico-MG,2/12/2021,2,3,0,0,5,2,5,0,3
2935,7596,2935.0,19,Athletico-PR,Atletico-MG,16/11/2021,1,2,0,0,3,1,3,0,2
2936,7597,2936.0,19,Gremio,Bragantino,16/11/2021,0,2,0,0,2,0,2,0,2
2937,7598,2937.0,19,America-MG,Atletico-GO,17/11/2021,1,1,0,0,2,1,2,0,1
2938,7599,2938.0,19,Santos,Chapecoense,17/11/2021,1,2,0,0,3,1,3,0,2
2939,7600,2939.0,19,Cuiaba,Internacional,17/11/2021,4,1,0,0,5,4,5,0,1
2940,7601,2940.0,19,Fortaleza,Ceara,17/11/2021,1,4,0,0,5,1,5,0,4
2941,7602,2941.0,19,Palmeiras,Sao Paulo,17/11/2021,1,2,0,0,3,1,3,0,2
2942,7603,2942.0,19,Juventude,Fluminense,17/11/2021,2,1,0,0,3,2,3,0,1
2943,7604,2943.0,19,Flamengo,Corinthians,17/11/2021,1,2,0,0,3,1,3,0,2
2944,7605,2944.0,19,Sport,Bahia,18/11/2021,1,3,0,0,4,1,4,0,3
2945,7606,2945.0,19,Palmeiras,Atletico-MG,23/11/2021,4,3,0,0,7,4,7,0,3
2946,7607,2946.0,19,Fluminense,Internacional,24/11/2021,5,5,0,1,10,5,11,1,6
2947,7608,2947.0,19,Santos,Fortaleza,25/11/2021,3,2,0,0,5,3,5,0,2
2948,7609,2948.0,19,Ceara,Corinthians,25/11/2021,3,4,0,0,7,3,7,0,4
2949,7610,2949.0,19,Atletico-GO,Bahia,29/11/2021,5,3,0,1,8,5,9,1,4
2950,7611,2950.0,19,Juventude,Bragantino,30/11/2021,3,3,0,0,6,3,6,0,3
2951,7612,2951.0,19,America-MG,Chapecoense,30/11/2021,2,2,0,0,4,2,4,0,2
2952,7613,2952.0,19,Gremio,Sao Paulo,2/12/2021,3,2,0,0,5,3,5,0,2
2953,7614,2953.0,19,Athletico-PR,Cuiaba,3/12/2021,4,6,0,1,10,4,11,1,7
2954,7615,2954.0,19,Sport,Flamengo,3/12/2021,2,3,0,0,5,2,5,0,3
2955,7616,2955.0,19,Bahia,Gremio,26/11/2021,3,3,0,0,6,3,6,0,3
2956,7617,2956.0,19,Bragantino,America-MG,27/11/2021,3,2,0,0,5,3,5,0,2
2957,7618,2957.0,19,Sao Paulo,Sport,27/11/2021,0,1,0,0,1,0,1,0,1
2958,7619,2958.0,19,Corinthians,Athletico-PR,28/11/2021,5,3,0,0,8,5,8,0,3
2959,7620,2959.0,19,Atletico-MG,Fluminense,28/11/2021,6,3,0,0,9,6,9,0,3
2960,7621,2960.0,19,Internacional,Santos,28/11/2021,1,2,0,0,3,1,3,0,2
2961,7622,2961.0,19,Flamengo,Ceara,30/11/2021,6,1,0,0,7,6,7,0,1
2962,7623,2962.0,19,Cuiaba,Palmeiras,30/11/2021,4,2,0,1,6,4,7,1,3
2963,7624,2963.0,19,Chapecoense,Atletico-GO,3/12/2021,2,3,0,0,5,2,5,0,3
2964,7625,2964.0,19,Fortaleza,Juventude,3/12/2021,2,0,0,0,2,2,2,0,0
2965,7626,2965.0,19,Bahia,Fluminense,5/12/2021,2,5,1,1,7,3,9,2,6
2966,7627,2966.0,19,Corinthians,Gremio,5/12/2021,1,3,0,0,4,1,4,0,3
2967,7628,2967.0,19,Atletico-MG,Bragantino,5/12/2021,1,2,0,0,3,1,3,0,2
2968,7629,2968.0,19,Ceara,America-MG,5/12/2021,0,2,0,0,2,0,2,0,2
2969,7630,2969.0,19,Sao Paulo,Juventude,6/12/2021,5,3,0,0,8,5,8,0,3
2970,7631,2970.0,19,Athletico-PR,Palmeiras,6/12/2021,1,1,0,0,2,1,2,0,1
2971,7632,2971.0,19,Cuiaba,Fortaleza,6/12/2021,1,3,0,0,4,1,4,0,3
2972,7633,2972.0,19,Internacional,Atletico-GO,6/12/2021,3,2,0,0,5,3,5,0,2
2973,7634,2973.0,19,Flamengo,Santos,6/12/2021,3,3,0,0,6,3,6,0,3
2974,7635,2974.0,19,Chapecoense,Sport,6/12/2021,3,4,1,0,7,4,8,1,4
2975,7636,2975.0,19,Fortaleza,Bahia,9/12/2021,4,2,0,0,6,4,6,0,2
2976,7637,2976.0,19,Atletico-GO,Flamengo,9/12/2021,4,2,0,0,6,4,6,0,2
2977,7638,2977.0,19,Palmeiras,Ceara,9/12/2021,2,0,0,0,2,2,2,0,0
2978,7639,2978.0,19,Fluminense,Chapecoense,9/12/2021,3,2,0,0,5,3,5,0,2
2979,7640,2979.0,19,America-MG,Sao Paulo,9/12/2021,2,2,0,0,4,2,4,0,2
2980,7641,2980.0,19,Bragantino,Internacional,9/12/2021,4,5,0,0,9,4,9,0,5
2981,7642,2981.0,19,Sport,Athletico-PR,9/12/2021,1,1,0,0,2,1,2,0,1
2982,7643,2982.0,19,Juventude,Corinthians,9/12/2021,1,2,0,1,3,1,4,1,3
2983,7644,2983.0,19,Gremio,Atletico-MG,9/12/2021,3,1,0,0,4,3,4,0,1
2984,7645,2984.0,19,Santos,Cuiaba,9/12/2021,1,2,0,0,3,1,3,0,2
2985,7646,2985.0,20,Fluminense,Santos,9/4/2022,1,0,0,0,1,1,1,0,0
2986,7647,2986.0,20,Atletico-GO,Flamengo,9/4/2022,3,2,0,0,5,3,5,0,2
2987,7648,2987.0,20,Palmeiras,Ceara,9/4/2022,4,9,0,1,13,4,14,1,10
2988,7649,2988.0,20,Coritiba,Goias,10/4/2022,2,4,0,0,6,2,6,0,4
2989,7650,2989.0,20,Botafogo-RJ,Corinthians,10/4/2022,1,4,0,0,5,1,5,0,4
2990,7651,2990.0,20,Atletico-MG,Internacional,10/4/2022,2,4,0,0,6,2,6,0,4
2991,7652,2991.0,20,Fortaleza,Cuiaba,10/4/2022,2,3,0,0,5,2,5,0,3
2992,7653,2992.0,20,Avai,America-MG,10/4/2022,3,3,0,2,6,3,8,2,5
2993,7654,2993.0,20,Sao Paulo,Athletico-PR,10/4/2022,1,3,0,0,4,1,4,0,3
2994,7655,2994.0,20,Juventude,Bragantino,11/4/2022,4,5,0,0,9,4,9,0,5
2995,7656,2995.0,20,Goias,Palmeiras,16/4/2022,4,0,0,0,4,4,4,0,0
2996,7657,2996.0,20,America-MG,Juventude,16/4/2022,3,0,0,1,3,3,4,1,1
2997,7658,2997.0,20,Corinthians,Avai,16/4/2022,1,1,0,0,2,1,2,0,1
2998,7659,2998.0,20,Cuiaba,Fluminense,16/4/2022,2,1,0,0,3,2,3,0,1
2999,7660,2999.0,20,Santos,Coritiba,17/4/2022,2,4,0,0,6,2,6,0,4
3000,7661,3000.0,20,Flamengo,Sao Paulo,17/4/2022,2,6,0,0,8,2,8,0,6
3001,7662,3001.0,20,Athletico-PR,Atletico-MG,17/4/2022,2,3,0,0,5,2,5,0,3
3002,7663,3002.0,20,Internacional,Fortaleza,17/4/2022,5,5,0,0,10,5,10,0,5
