,total_cartoes_mandante,total_cartoes_visitante,faltas_mandante,faltas_visitante,total_faltas_partida,classico_regional,MedAma5_mandante,MedVer5_mandante,MedAma5_visitante,MedVer5_visitante,MedAmaTemp_mandante,MedAmaTemp_visitante,MedVerTemp_mandante,MedVerTemp_visitante,MedAmaH_mandante,MedAmaH_visitante,MedVerH_mandante,MedVerH_visitante,MaxAmaTemp_mandante,MinAmaTemp_mandante,MaxAmaTemp_visitante,MinAmaTemp_visitante,MaxVerTemp_mandante,MinVerTemp_mandante,MaxVerTemp_visitante,MinVerTemp_visitante
1591,2,2,11,15,26,0,0.0,0.0,0.0,0.0,3.0,1.56,0.33,0.0,2.48,2.28,0.14,0.06,6.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
1592,4,5,25,22,47,1,0.6,0.0,3.0,0.6,1.7,2.9,0.1,0.3,2.76,2.48,0.21,0.14,4.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0
1593,3,1,17,8,25,0,1.4,0.0,3.2,0.4,1.6,2.0,0.0,0.2,2.3,2.47,0.13,0.14,3.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0
1594,3,2,26,13,39,0,1.4,0.0,2.2,0.0,1.6,1.9,0.0,0.0,2.27,2.53,0.06,0.09,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1595,2,1,0,0,0,0,1.8,0.0,3.2,0.0,2.3,2.4,0.1,0.0,2.3,2.21,0.1,0.1,6.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
1596,3,2,13,14,27,1,1.2,0.0,3.4,0.0,2.2,2.6,0.0,0.0,2.61,2.28,0.14,0.07,5.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
1597,3,4,12,14,26,0,3.2,0.0,3.2,0.2,2.9,3.1,0.0,0.1,2.5,2.32,0.07,0.13,10.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0
1598,1,4,15,12,27,0,1.2,0.2,1.8,0.2,1.8,1.8,0.1,0.2,2.3,1.8,0.09,0.2,5.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1599,1,5,20,17,37,0,2.0,0.0,2.8,0.0,2.4,2.6,0.0,0.0,2.04,2.09,0.07,0.14,4.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0
1600,4,2,16,19,35,0,0.0,0.0,1.6,0.4,2.2,1.7,0.0,0.2,2.63,2.28,0.09,0.09,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
1601,1,3,29,19,48,0,1.4,0.4,0.0,0.0,2.1,1.7,0.3,0.1,2.23,2.24,0.14,0.07,4.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
1602,1,4,22,22,44,0,1.6,0.0,2.8,0.2,1.91,1.91,0.0,0.09,2.53,2.77,0.09,0.21,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
1603,1,0,0,0,0,0,0.8,0.0,2.8,0.0,1.91,2.27,0.18,0.0,2.46,2.2,0.14,0.1,6.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
1604,1,3,20,14,34,0,2.8,0.0,2.8,0.2,2.91,2.0,0.45,0.27,2.48,2.23,0.15,0.14,6.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0
1605,3,3,11,12,23,0,1.2,0.0,1.8,0.0,2.27,1.73,0.0,0.0,2.62,2.29,0.14,0.06,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1606,1,1,16,15,31,0,1.8,0.0,1.8,0.0,1.82,1.64,0.09,0.09,2.25,2.3,0.07,0.14,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
1607,5,2,23,16,39,1,2.4,0.0,2.6,0.0,2.73,2.82,0.09,0.09,2.1,2.5,0.15,0.08,7.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0
1608,2,2,9,13,22,0,3.0,0.0,1.4,0.0,3.09,2.36,0.18,0.0,2.33,2.64,0.13,0.09,5.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0
1609,1,0,14,9,23,0,1.8,0.0,2.4,0.0,1.73,1.73,0.18,0.09,2.27,2.29,0.08,0.09,3.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0
1610,2,1,18,16,34,0,1.8,0.2,2.8,0.0,2.0,2.27,0.18,0.0,2.0,2.03,0.18,0.07,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
1611,4,2,13,13,26,0,2.2,0.0,3.2,0.0,2.27,2.55,0.09,0.0,2.27,2.28,0.09,0.07,6.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0
1612,3,2,14,16,30,1,2.0,0.0,2.2,0.2,1.83,2.0,0.0,0.17,2.3,2.0,0.06,0.17,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
1613,1,2,8,12,20,0,2.2,0.0,3.2,0.0,2.75,2.33,0.42,0.0,2.48,2.62,0.15,0.13,6.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0
1614,3,4,15,8,23,0,2.8,0.0,1.8,0.4,3.0,1.67,0.17,0.17,2.32,2.24,0.13,0.08,5.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0
1615,3,1,12,11,23,0,3.6,0.0,2.2,0.0,2.33,2.75,0.0,0.08,2.64,2.49,0.09,0.08,5.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0
1616,2,1,18,14,32,0,1.6,0.2,3.2,0.2,1.58,2.92,0.08,0.08,2.28,2.12,0.14,0.15,3.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0
1617,1,3,11,24,35,1,1.8,0.0,2.6,0.0,2.17,1.83,0.0,0.0,2.02,2.52,0.07,0.09,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
1618,4,1,13,14,27,0,1.4,0.0,2.8,0.2,2.08,2.42,0.08,0.08,2.78,2.42,0.21,0.08,4.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1619,2,3,19,13,32,1,1.4,0.2,2.4,0.2,1.58,1.83,0.08,0.17,2.28,2.45,0.09,0.14,5.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1620,4,3,17,16,33,0,1.8,0.0,2.0,0.2,2.5,1.75,0.0,0.08,2.28,2.24,0.07,0.07,6.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0
1621,3,3,0,0,0,0,1.6,0.0,3.0,0.0,2.08,2.08,0.0,0.25,2.19,2.26,0.1,0.14,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
1622,3,2,20,11,31,0,2.6,0.0,2.4,0.2,1.92,1.85,0.0,0.08,2.31,2.24,0.06,0.07,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
1623,6,1,21,15,36,1,1.6,0.4,3.0,0.2,2.15,3.0,0.23,0.15,2.23,2.33,0.14,0.13,4.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0
1624,4,2,14,15,29,0,2.6,0.0,2.8,0.0,2.77,2.62,0.08,0.0,2.12,2.29,0.15,0.07,7.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0
1625,4,4,14,13,27,0,1.6,0.2,3.2,1.0,1.62,2.62,0.08,0.38,2.27,2.47,0.09,0.15,5.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0
1626,3,2,16,8,24,0,1.8,0.0,2.2,0.0,2.31,2.08,0.0,0.0,2.61,2.01,0.13,0.07,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
1627,7,5,15,19,34,0,1.6,0.0,2.0,0.0,1.92,1.54,0.0,0.15,2.52,2.27,0.08,0.15,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
1628,5,3,15,15,30,0,3.2,0.2,3.0,0.0,2.31,1.92,0.08,0.15,2.63,2.45,0.1,0.14,5.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1629,3,1,11,12,23,0,3.0,0.2,2.2,0.0,2.62,2.15,0.08,0.0,2.48,2.19,0.08,0.1,10.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
1630,4,5,14,22,36,0,1.4,0.0,3.4,0.2,1.85,2.23,0.15,0.08,2.27,2.79,0.1,0.2,4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0
1631,3,1,19,13,32,0,2.8,0.0,2.0,0.4,2.31,1.92,0.08,0.23,2.31,1.92,0.08,0.23,6.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1632,2,3,17,13,30,0,1.6,0.0,1.4,0.0,2.07,2.64,0.0,0.07,2.01,2.48,0.07,0.08,4.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0
1633,3,2,14,14,28,0,1.6,0.2,3.4,0.0,1.86,2.36,0.21,0.0,1.86,2.62,0.21,0.13,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
1634,0,3,12,18,30,1,1.8,0.0,2.0,0.2,2.36,2.86,0.14,0.07,2.8,2.13,0.21,0.14,4.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0
1635,3,1,0,0,0,0,2.0,0.0,2.4,0.0,2.07,1.79,0.0,0.07,2.18,2.28,0.1,0.09,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
3014,0,0,13,14,27,0,2.0,0.0,2.6,0.0,2.57,2.21,0.0,0.07,2.29,2.54,0.07,0.09,6.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0
1636,1,2,7,16,23,0,1.8,0.0,3.0,0.0,2.64,2.36,0.43,0.07,2.47,2.36,0.15,0.07,6.0,1.0,6.0,0.0,2.0,0.0,1.0,0.0
1637,3,2,12,16,28,0,2.6,0.4,2.4,0.0,2.43,2.0,0.21,0.0,2.25,2.33,0.14,0.06,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
1638,3,3,7,13,20,0,1.6,0.4,2.2,0.2,1.71,2.0,0.21,0.14,2.29,2.31,0.16,0.1,4.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0
1639,2,1,16,7,23,0,0.8,0.0,2.4,0.2,1.93,2.86,0.21,0.14,2.45,2.32,0.14,0.13,6.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0
1640,1,0,25,15,40,1,1.8,0.0,1.4,0.0,1.86,2.43,0.07,0.14,2.24,2.64,0.07,0.11,3.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
1641,0,2,17,16,33,0,1.8,0.0,2.2,0.2,1.73,1.73,0.07,0.27,2.28,2.29,0.09,0.16,5.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1642,3,1,0,0,0,0,1.6,0.0,1.8,0.0,2.4,2.13,0.0,0.0,2.28,2.19,0.07,0.1,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1643,3,2,9,14,23,0,1.8,0.0,2.8,0.0,2.07,2.33,0.13,0.0,2.32,2.61,0.09,0.13,4.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0
1644,4,4,19,16,35,0,1.6,0.0,3.2,0.0,2.2,2.47,0.13,0.2,2.78,2.26,0.21,0.14,4.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1645,3,3,14,22,36,0,3.0,0.0,2.0,0.4,2.67,1.87,0.2,0.27,2.31,1.87,0.14,0.27,5.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1646,3,0,11,14,25,0,2.6,0.0,2.4,0.2,2.0,2.87,0.0,0.07,2.32,2.13,0.06,0.14,3.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0
1647,1,2,19,15,34,0,3.8,0.4,2.4,0.0,2.27,2.07,0.13,0.0,2.62,2.01,0.11,0.07,5.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
1648,3,3,17,14,31,0,2.8,0.0,3.0,0.2,2.33,1.93,0.07,0.2,2.33,2.45,0.07,0.14,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1649,2,1,13,16,29,0,3.6,0.2,2.2,0.2,2.67,1.8,0.07,0.07,2.49,2.23,0.08,0.07,10.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
1650,0,2,12,11,23,0,2.4,0.2,3.6,1.2,2.07,2.53,0.07,0.4,2.51,2.46,0.1,0.15,6.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0
1651,2,1,10,9,19,0,3.0,0.2,2.0,0.0,2.5,2.44,0.25,0.0,2.27,2.28,0.14,0.07,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
1652,1,1,15,17,32,0,1.6,0.6,3.0,0.0,1.75,2.38,0.25,0.06,2.28,2.38,0.16,0.06,4.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1653,2,4,17,19,36,0,1.8,0.0,1.6,0.4,1.75,2.69,0.06,0.19,2.23,2.31,0.07,0.14,3.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
1654,1,3,14,15,29,0,2.2,0.0,2.4,0.0,2.06,2.06,0.0,0.0,2.18,2.33,0.1,0.06,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1655,4,4,10,6,16,0,2.0,0.0,1.4,0.0,2.31,2.62,0.0,0.06,2.61,2.48,0.13,0.08,5.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0
1656,2,3,15,16,31,0,3.0,0.0,2.6,0.0,2.69,1.94,0.06,0.06,2.12,2.53,0.14,0.09,7.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1657,3,3,21,14,35,0,1.6,0.4,2.6,0.2,1.94,2.06,0.25,0.19,1.94,2.31,0.25,0.11,4.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0
1658,3,4,14,15,29,0,1.0,0.0,3.4,0.2,2.0,2.31,0.19,0.12,2.45,2.78,0.14,0.21,6.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1659,0,1,9,14,23,0,1.4,0.0,2.4,0.0,2.0,1.62,0.06,0.06,2.01,2.26,0.07,0.09,4.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0
1660,3,1,14,15,29,0,1.4,0.0,1.0,0.0,2.5,2.12,0.38,0.19,2.46,2.59,0.15,0.12,6.0,1.0,5.0,0.0,2.0,0.0,1.0,0.0
1661,3,1,15,19,34,0,2.4,0.0,2.0,0.2,2.41,1.71,0.12,0.24,2.79,2.27,0.21,0.16,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1662,1,1,9,10,19,0,1.2,0.0,2.4,0.0,1.88,2.12,0.06,0.0,1.99,2.35,0.07,0.05,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
1663,2,2,15,9,24,0,3.0,0.6,1.8,0.2,2.06,2.65,0.18,0.06,2.57,2.12,0.12,0.14,5.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0
1664,1,2,13,15,28,0,2.0,0.4,3.4,1.0,2.0,2.53,0.24,0.35,2.0,2.46,0.24,0.15,4.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0
1665,1,5,14,16,30,0,2.8,0.0,3.0,0.2,2.41,2.41,0.0,0.29,2.62,2.26,0.13,0.15,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0
1666,5,2,11,21,32,0,2.0,0.2,2.0,0.2,2.06,1.94,0.24,0.12,2.31,2.52,0.13,0.1,4.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0
1667,2,1,11,10,21,0,1.4,0.0,1.8,0.0,2.06,2.35,0.18,0.0,2.46,2.27,0.14,0.07,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
1668,3,6,8,15,23,0,2.6,0.0,1.2,0.0,2.76,2.0,0.18,0.0,2.32,2.18,0.14,0.09,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
1669,4,4,14,14,28,0,2.0,0.2,1.8,0.0,2.71,1.59,0.06,0.06,2.5,2.26,0.08,0.09,10.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
1670,3,4,22,14,36,0,3.0,0.0,1.8,0.2,2.29,1.76,0.06,0.06,2.29,2.23,0.06,0.07,6.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
1671,2,5,20,24,44,0,2.6,0.0,2.2,0.4,2.61,2.78,0.06,0.17,2.12,2.32,0.14,0.14,7.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
1672,2,5,14,22,36,0,1.8,0.0,3.8,0.2,1.78,2.44,0.17,0.11,2.22,2.8,0.08,0.2,3.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0
1673,2,3,20,19,39,0,2.0,0.2,3.0,0.2,1.89,2.06,0.17,0.17,2.5,2.45,0.1,0.14,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1674,1,1,11,5,16,0,2.8,0.0,2.0,0.0,2.06,2.78,0.0,0.06,2.32,2.51,0.05,0.08,3.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0
1675,1,0,0,0,0,0,2.2,0.0,1.2,0.0,2.22,2.0,0.0,0.22,2.2,2.55,0.09,0.13,6.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
1676,0,1,6,14,20,0,1.8,0.0,2.2,0.0,1.67,2.33,0.11,0.0,2.26,2.61,0.09,0.13,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
1677,1,1,16,11,27,0,1.6,0.6,2.6,0.4,1.67,1.94,0.22,0.22,2.26,1.94,0.16,0.22,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1678,0,1,10,10,20,0,2.0,0.0,2.6,0.2,2.28,2.22,0.0,0.22,2.26,2.36,0.06,0.12,6.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0
1679,4,1,19,12,31,0,1.6,0.0,1.8,0.2,2.5,1.83,0.33,0.06,2.46,1.99,0.15,0.07,6.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0
1680,1,3,14,16,30,0,2.8,0.2,2.6,0.0,2.56,2.33,0.28,0.06,2.28,2.33,0.15,0.06,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1681,3,1,14,23,37,0,2.4,0.2,3.6,0.2,2.68,2.47,0.05,0.26,2.5,2.27,0.08,0.15,10.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1682,2,2,9,14,23,0,1.6,0.0,2.0,0.2,2.11,2.58,0.16,0.05,2.46,2.12,0.14,0.14,6.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0
1683,2,4,12,15,27,0,1.0,0.0,1.8,0.2,1.79,1.63,0.05,0.21,1.98,2.24,0.07,0.16,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1684,1,4,13,15,28,0,3.0,0.0,1.6,0.0,2.89,2.16,0.16,0.0,2.34,2.25,0.13,0.06,5.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
1685,0,4,12,19,31,0,2.8,0.0,2.2,0.4,2.26,1.79,0.0,0.16,2.59,2.22,0.13,0.08,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
1686,4,1,16,11,27,0,2.0,0.2,1.6,0.4,1.89,1.89,0.21,0.16,1.89,2.5,0.21,0.1,4.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1687,1,2,20,9,29,0,3.0,0.0,2.2,0.0,2.37,2.0,0.05,0.0,2.37,2.3,0.05,0.05,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
1688,3,3,0,0,0,0,3.0,0.0,1.8,0.0,2.58,2.16,0.11,0.0,2.81,2.19,0.2,0.09,5.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
1689,5,0,16,10,26,0,2.6,0.2,3.2,0.8,2.16,2.58,0.21,0.32,2.33,2.47,0.12,0.15,5.0,1.0,6.0,1.0,1.0,0.0,2.0,0.0
1690,3,1,11,14,25,0,2.2,0.8,2.0,0.2,1.89,1.58,0.21,0.11,2.53,2.25,0.13,0.09,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
1691,2,3,18,17,35,0,2.6,0.0,2.4,0.2,2.0,2.1,0.0,0.15,2.29,2.45,0.05,0.14,3.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0
1692,1,1,17,9,26,0,1.4,0.6,2.2,0.0,1.75,2.7,0.2,0.05,2.26,2.5,0.16,0.07,4.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0
1693,1,3,16,6,22,0,2.8,0.0,2.0,0.0,2.55,2.15,0.05,0.0,2.12,2.57,0.14,0.13,7.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
1694,2,4,21,24,45,0,2.4,0.2,2.4,0.2,2.4,2.25,0.25,0.25,2.26,2.36,0.15,0.14,6.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0
1695,0,1,13,13,26,0,2.0,0.2,2.6,0.0,1.85,2.3,0.15,0.05,2.49,2.3,0.1,0.05,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1696,4,4,12,15,27,0,2.0,0.0,2.6,0.4,2.45,2.8,0.3,0.15,2.45,2.33,0.15,0.13,6.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0
1697,1,1,18,9,27,0,1.8,0.0,1.0,0.0,2.25,1.95,0.0,0.2,2.26,2.53,0.06,0.12,6.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
1698,3,0,11,8,19,0,2.2,0.0,2.0,0.2,2.2,2.0,0.0,0.2,2.2,2.0,0.09,0.2,6.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
1699,3,2,18,22,40,0,1.4,0.0,4.2,0.2,1.55,2.6,0.1,0.1,2.23,2.83,0.09,0.2,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
1700,3,2,19,15,34,0,1.8,0.0,1.8,0.2,1.9,1.8,0.15,0.05,2.23,1.99,0.08,0.07,4.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0
1701,3,4,20,27,47,0,2.8,0.0,3.0,0.2,2.48,2.38,0.05,0.24,2.11,2.26,0.14,0.14,7.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1702,3,5,16,23,39,0,1.2,0.0,3.8,0.2,1.81,2.57,0.05,0.1,1.98,2.81,0.07,0.2,4.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
1703,2,2,13,12,25,0,2.4,0.0,1.6,0.0,2.81,2.24,0.19,0.05,2.34,2.24,0.14,0.05,5.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1704,3,2,28,17,45,0,2.2,0.0,1.4,0.4,2.1,1.76,0.1,0.14,2.56,2.47,0.14,0.1,5.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0
1705,1,4,17,9,26,0,2.2,0.4,2.0,0.0,2.43,2.19,0.38,0.0,2.45,2.25,0.16,0.06,6.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0
1706,0,1,0,0,0,0,2.2,0.0,2.4,0.4,2.24,1.95,0.0,0.14,2.2,2.23,0.09,0.08,6.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0
1707,0,2,13,12,25,0,1.8,0.0,2.2,0.0,1.62,2.0,0.1,0.0,2.24,2.29,0.09,0.05,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
1708,1,2,16,16,32,0,2.0,0.8,2.4,0.2,1.9,1.71,0.19,0.19,2.52,2.25,0.12,0.15,5.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1709,3,2,15,12,27,0,2.4,0.2,1.8,0.2,1.9,2.57,0.19,0.1,1.9,2.48,0.19,0.08,4.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0
1710,0,3,20,19,39,0,3.2,0.4,2.8,0.2,2.33,2.14,0.24,0.14,2.39,2.46,0.14,0.14,5.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0
1711,4,3,15,17,32,0,2.8,0.0,2.6,0.4,2.68,2.73,0.09,0.23,2.82,2.33,0.2,0.14,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
1712,3,2,15,14,29,0,2.6,0.2,1.2,0.2,2.45,1.95,0.23,0.18,2.27,1.95,0.14,0.18,6.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1713,3,2,12,12,24,0,1.6,0.0,1.4,0.2,2.27,1.86,0.0,0.05,2.26,1.99,0.06,0.07,6.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
1714,2,3,9,14,23,0,1.2,0.4,2.2,0.0,1.73,2.14,0.18,0.0,2.24,2.19,0.15,0.09,4.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
1715,5,3,18,14,32,0,2.0,0.0,1.6,0.4,2.18,2.14,0.14,0.09,2.46,2.57,0.14,0.14,6.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0
1716,1,0,16,20,36,0,1.8,0.0,1.6,0.0,1.91,2.5,0.14,0.05,2.23,2.11,0.08,0.14,4.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0
1717,1,0,7,12,19,0,2.4,0.0,2.8,0.2,2.0,2.23,0.0,0.23,2.28,2.35,0.05,0.13,3.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
1718,3,4,12,20,32,0,1.8,0.2,1.2,0.2,1.77,1.55,0.14,0.09,2.47,2.23,0.1,0.09,6.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
1719,4,1,20,20,40,1,2.8,0.2,2.0,0.6,2.55,2.36,0.09,0.36,2.48,2.44,0.08,0.16,10.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0
1720,3,3,10,11,21,0,2.8,0.0,0.8,0.0,2.23,1.86,0.05,0.18,2.23,2.5,0.05,0.12,6.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
1721,2,2,16,9,25,0,2.6,0.0,1.8,0.4,2.26,2.17,0.04,0.09,2.26,2.57,0.04,0.14,6.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0
1722,4,2,29,18,47,0,3.2,0.0,2.0,0.2,2.61,2.13,0.09,0.22,2.49,2.31,0.08,0.13,10.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
1723,4,2,18,17,35,0,2.6,0.2,2.0,0.4,1.96,1.87,0.17,0.13,1.96,2.22,0.17,0.07,4.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0
1724,2,1,10,15,25,0,1.4,0.2,3.2,0.2,1.74,2.48,0.17,0.22,2.24,2.27,0.15,0.14,4.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1725,0,3,11,19,30,0,1.4,0.0,2.0,0.0,2.3,1.96,0.0,0.0,2.27,2.26,0.06,0.05,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1726,4,3,17,18,35,0,2.8,0.0,1.6,0.2,2.3,2.3,0.13,0.35,2.47,2.43,0.14,0.15,6.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0
1727,1,3,16,13,29,1,2.2,0.2,1.2,0.4,2.7,1.83,0.26,0.13,2.33,2.47,0.15,0.1,5.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1728,2,2,0,0,0,0,1.6,0.0,2.8,0.0,1.87,2.17,0.04,0.0,1.99,2.19,0.07,0.09,4.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
1729,1,1,18,11,29,0,1.8,0.6,4.0,0.2,1.91,2.74,0.17,0.09,2.51,2.83,0.12,0.2,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
1730,0,3,10,9,19,0,2.4,0.0,2.0,0.2,2.39,1.65,0.04,0.09,2.1,2.24,0.14,0.09,7.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
1731,2,3,17,21,38,0,3.0,0.4,1.8,0.0,2.12,2.25,0.21,0.04,2.31,2.25,0.13,0.04,5.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1732,0,1,11,15,26,0,2.2,0.4,2.6,0.2,2.33,1.75,0.33,0.17,2.44,2.24,0.15,0.15,6.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0
1733,2,2,22,13,35,0,2.2,0.2,2.0,0.2,1.83,2.67,0.17,0.08,2.47,2.5,0.1,0.08,6.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0
