,ID,clube_mandante,qtd_cartao_amarelo_mandante,qtd_cartao_vermelho_mandante,clube_visitante,qtd_cartao_amarelo_visitante,qtd_cartao_vermelho_visitante,total_cartoes_mandante,total_cartoes_visitante,total_cartoes_amarelos,total_cartoes_vermelhos,total_cartoes_partida
765,5389,Flamengo,4,1,Chapecoense,1,0,5,1,5,1,6
766,5390,America-MG,4,0,Vitoria,2,1,4,3,6,1,7
767,5391,Santa Cruz,2,0,Cruzeiro,3,0,2,3,5,0,5
768,5392,Palmeiras,1,0,Fluminense,0,0,1,0,1,0,1
769,5393,Coritiba,2,0,Sao Paulo,2,0,2,2,4,0,4
770,5394,Corinthians,3,0,Ponte Preta,3,0,3,3,6,0,6
771,5395,Internacional,3,0,Sport,1,0,3,1,4,0,4
772,5396,Atletico-MG,1,0,Gremio,5,0,1,5,6,0,6
773,5397,Cruzeiro,1,0,America-MG,1,0,1,1,2,0,2
774,5398,Athletico-PR,2,0,Figueirense,1,0,2,1,3,0,3
775,5399,Chapecoense,1,0,Santa Cruz,4,0,1,4,5,0,5
776,5400,Ponte Preta,2,0,Flamengo,2,1,2,3,4,1,5
777,5401,Sport,2,0,Corinthians,1,0,2,1,3,0,3
778,5402,Fluminense,1,0,Botafogo-RJ,1,0,1,1,2,0,2
779,5403,Vitoria,4,0,Atletico-MG,6,0,4,6,10,0,10
780,5404,Sao Paulo,2,0,Palmeiras,5,0,2,5,7,0,7
781,5405,Gremio,0,0,Coritiba,3,0,0,3,3,0,3
782,5406,Santos,1,0,Internacional,1,0,1,1,2,0,2
783,5407,Internacional,5,0,Athletico-PR,2,0,5,2,7,0,7
784,5408,Corinthians,0,0,Santos,2,0,0,2,2,0,2
785,5409,Santa Cruz,6,1,Sport,2,0,7,2,8,1,9
786,5410,Coritiba,4,0,Chapecoense,5,0,4,5,9,0,9
787,5411,Atletico-MG,2,0,Fluminense,5,0,2,5,7,0,7
788,5412,Figueirense,2,0,Sao Paulo,1,0,2,1,3,0,3
789,5413,Botafogo-RJ,1,0,Cruzeiro,3,0,1,3,4,0,4
790,5414,America-MG,1,0,Ponte Preta,3,0,1,3,4,0,4
791,5415,Palmeiras,5,0,Gremio,4,0,5,4,9,0,9
792,5416,Flamengo,2,0,Vitoria,3,0,2,3,5,0,5
793,5417,Athletico-PR,0,0,Santa Cruz,2,0,0,2,2,0,2
794,5418,Chapecoense,3,0,Fluminense,0,0,3,0,3,0,3
795,5419,Corinthians,2,0,Coritiba,5,0,2,5,7,0,7
796,5420,America-MG,2,0,Figueirense,3,0,2,3,5,0,5
797,5421,Santos,1,0,Botafogo-RJ,1,0,1,1,2,0,2
798,5422,Vitoria,1,0,Internacional,6,0,1,6,7,0,7
799,5423,Sport,1,0,Atletico-MG,3,0,1,3,4,0,4
800,5424,Flamengo,1,1,Palmeiras,2,0,2,2,3,1,4
801,5425,Gremio,2,1,Ponte Preta,4,1,3,5,6,2,8
802,5426,Cruzeiro,2,0,Sao Paulo,0,0,2,0,2,0,2
803,5427,Internacional,2,0,America-MG,3,0,2,3,5,0,5
804,5428,Ponte Preta,3,0,Chapecoense,4,0,3,4,7,0,7
805,5429,Fluminense,4,0,Gremio,2,1,4,3,6,1,7
806,5430,Sao Paulo,1,0,Athletico-PR,2,0,1,2,3,0,3
807,5431,Coritiba,5,1,Sport,4,1,6,5,9,2,11
808,5432,Botafogo-RJ,3,0,Vitoria,1,0,3,1,4,0,4
809,5433,Atletico-MG,4,1,Cruzeiro,6,3,5,9,10,4,14
810,5434,Palmeiras,4,0,Corinthians,4,0,4,4,8,0,8
811,5435,Figueirense,2,0,Flamengo,2,0,2,2,4,0,4
812,5436,Santa Cruz,1,0,Santos,2,0,1,2,3,0,3
813,5437,Sao Paulo,5,0,Vitoria,2,0,5,2,7,0,7
814,5438,Chapecoense,2,0,Gremio,2,0,2,2,4,0,4
815,5439,Ponte Preta,0,0,Athletico-PR,2,0,0,2,2,0,2
816,5440,Santos,1,0,Sport,3,0,1,3,4,0,4
817,5441,Santa Cruz,3,0,Figueirense,3,1,3,4,6,1,7
818,5442,Botafogo-RJ,2,0,America-MG,2,0,2,2,4,0,4
819,5443,Coritiba,4,0,Palmeiras,3,0,4,3,7,0,7
820,5445,Internacional,2,0,Atletico-MG,1,0,2,1,3,0,3
821,5446,Fluminense,2,0,Corinthians,1,1,2,2,3,1,4
822,5447,Palmeiras,1,0,Santa Cruz,4,1,1,5,5,1,6
823,5448,Athletico-PR,2,0,Santos,1,0,2,1,3,0,3
824,5449,America-MG,0,0,Coritiba,3,0,0,3,3,0,3
825,5450,Vitoria,1,0,Chapecoense,4,0,1,4,5,0,5
826,5451,Atletico-MG,0,0,Ponte Preta,1,0,0,1,1,0,1
827,5452,Corinthians,2,0,Botafogo-RJ,2,0,2,2,4,0,4
828,5453,Flamengo,1,0,Sao Paulo,3,1,1,4,4,1,5
829,5454,Figueirense,3,0,Internacional,0,0,3,0,3,0,3
830,5455,Sport,2,0,Fluminense,0,0,2,0,2,0,2
831,5456,Gremio,0,0,Cruzeiro,2,0,0,2,2,0,2
832,5457,Palmeiras,0,0,America-MG,1,0,0,1,1,0,1
833,5458,Ponte Preta,4,0,Cruzeiro,4,0,4,4,8,0,8
834,5459,Botafogo-RJ,0,0,Figueirense,1,0,0,1,1,0,1
835,5460,Santa Cruz,1,0,Flamengo,0,0,1,0,1,0,1
836,5461,Fluminense,1,0,Santos,1,0,1,1,2,0,2
837,5462,Atletico-MG,3,0,Corinthians,1,0,3,1,4,0,4
838,5463,Chapecoense,2,0,Athletico-PR,2,0,2,2,4,0,4
839,5464,Gremio,4,1,Vitoria,4,0,5,4,8,1,9
840,5465,Sao Paulo,0,0,Sport,2,0,0,2,2,0,2
841,5466,Coritiba,2,1,Internacional,5,0,3,5,7,1,8
842,5467,Cruzeiro,4,0,Palmeiras,2,0,4,2,6,0,6
843,5468,Corinthians,3,0,Santa Cruz,1,0,3,1,4,0,4
844,5469,America-MG,3,0,Atletico-MG,3,0,3,3,6,0,6
845,5470,Flamengo,0,0,Fluminense,1,0,0,1,1,0,1
846,5471,Vitoria,3,0,Ponte Preta,2,0,3,2,5,0,5
847,5472,Athletico-PR,1,0,Gremio,0,1,1,1,1,1,2
848,5473,Internacional,4,1,Botafogo-RJ,3,0,5,3,7,1,8
849,5474,Santos,2,0,Sao Paulo,3,1,2,4,5,1,6
850,5475,Sport,3,0,Chapecoense,2,0,3,2,5,0,5
851,5476,Figueirense,3,0,Coritiba,4,0,3,4,7,0,7
852,5477,Flamengo,1,0,Internacional,1,0,1,1,2,0,2
853,5478,Vitoria,4,0,Sport,4,2,4,6,8,2,10
854,5479,Gremio,3,0,Santos,3,0,3,3,6,0,6
855,5480,Coritiba,3,0,Athletico-PR,2,0,3,2,5,0,5
856,5481,Chapecoense,4,0,Cruzeiro,6,0,4,6,10,0,10
857,5482,Sao Paulo,4,0,Fluminense,3,0,4,3,7,0,7
858,5483,America-MG,2,0,Corinthians,1,0,2,1,3,0,3
859,5484,Santa Cruz,2,0,Ponte Preta,1,0,2,1,3,0,3
860,5485,Palmeiras,1,0,Figueirense,1,0,1,1,2,0,2
861,5487,Fluminense,1,0,Coritiba,2,0,1,2,3,0,3
862,5488,Athletico-PR,2,0,America-MG,2,0,2,2,4,0,4
863,5489,Cruzeiro,3,0,Vitoria,3,1,3,4,6,1,7
864,5490,Internacional,4,0,Gremio,5,0,4,5,9,0,9
865,5491,Santos,1,0,Chapecoense,1,0,1,1,2,0,2
866,5492,Ponte Preta,3,0,Sao Paulo,2,1,3,3,5,1,6
867,5493,Corinthians,2,0,Flamengo,3,0,2,3,5,0,5
868,5494,Botafogo-RJ,1,0,Santa Cruz,3,0,1,3,4,0,4
869,5495,Figueirense,2,1,Atletico-MG,4,1,3,5,6,2,8
870,5496,Sport,4,0,Palmeiras,5,0,4,5,9,0,9
871,5497,Chapecoense,1,1,Corinthians,1,0,2,1,2,1,3
872,5498,Coritiba,1,0,Botafogo-RJ,3,0,1,3,4,0,4
873,5499,Ponte Preta,2,0,Sport,2,0,2,2,4,0,4
874,5500,Gremio,1,0,Figueirense,1,0,1,1,2,0,2
875,5501,Flamengo,1,0,Atletico-MG,4,0,1,4,5,0,5
876,5502,Santa Cruz,0,0,Internacional,2,0,0,2,2,0,2
877,5503,Sao Paulo,1,0,America-MG,4,0,1,4,5,0,5
878,5504,Vitoria,3,0,Fluminense,4,0,3,4,7,0,7
879,5505,Cruzeiro,1,0,Athletico-PR,4,0,1,4,5,0,5
880,5506,Palmeiras,3,0,Santos,2,0,3,2,5,0,5
881,5507,Botafogo-RJ,2,0,Flamengo,4,0,2,4,6,0,6
882,5508,Santos,3,0,Ponte Preta,2,0,3,2,5,0,5
883,5509,America-MG,2,0,Santa Cruz,2,0,2,2,4,0,4
884,5510,Internacional,4,0,Palmeiras,2,0,4,2,6,0,6
885,5511,Figueirense,1,0,Chapecoense,4,0,1,4,5,0,5
886,5512,Fluminense,0,0,Cruzeiro,6,0,0,6,6,0,6
887,5513,Athletico-PR,3,0,Vitoria,3,0,3,3,6,0,6
888,5514,Corinthians,3,0,Sao Paulo,3,0,3,3,6,0,6
889,5515,Sport,0,0,Gremio,3,0,0,3,3,0,3
890,5516,Atletico-MG,2,0,Coritiba,2,0,2,2,4,0,4
891,5517,Corinthians,2,0,Figueirense,6,0,2,6,8,0,8
892,5518,Santa Cruz,2,0,Coritiba,1,0,2,1,3,0,3
893,5519,Palmeiras,1,0,Atletico-MG,2,0,1,2,3,0,3
894,5520,Ponte Preta,3,0,Internacional,3,1,3,4,6,1,7
895,5521,Gremio,0,0,Sao Paulo,3,1,0,4,3,1,4
896,5522,Athletico-PR,3,0,Fluminense,5,0,3,5,8,0,8
897,5523,Cruzeiro,1,0,Sport,4,0,1,4,5,0,5
898,5524,Chapecoense,1,0,Botafogo-RJ,2,0,1,2,3,0,3
899,5525,Vitoria,3,0,Santos,2,0,3,2,5,0,5
900,5526,Flamengo,1,0,America-MG,0,0,1,0,1,0,1
901,5527,Figueirense,3,1,Vitoria,4,1,4,5,7,2,9
902,5528,Sport,2,0,Athletico-PR,1,0,2,1,3,0,3
903,5529,Atletico-MG,1,0,Santa Cruz,3,0,1,3,4,0,4
904,5530,Sao Paulo,4,0,Chapecoense,1,0,4,1,5,0,5
905,5531,Fluminense,4,0,Ponte Preta,6,0,4,6,10,0,10
906,5532,Coritiba,1,0,Flamengo,2,0,1,2,3,0,3
907,5533,Internacional,2,0,Corinthians,2,0,2,2,4,0,4
908,5534,Santos,1,0,Cruzeiro,1,0,1,1,2,0,2
909,5535,Botafogo-RJ,4,0,Palmeiras,3,0,4,3,7,0,7
910,5536,America-MG,2,0,Gremio,2,1,2,3,4,1,5
911,5537,Vitoria,2,0,Coritiba,1,0,2,1,3,0,3
912,5538,Sport,1,0,America-MG,3,0,1,3,4,0,4
913,5539,Santos,2,0,Flamengo,2,0,2,2,4,0,4
914,5540,Athletico-PR,3,0,Corinthians,0,0,3,0,3,0,3
915,5541,Ponte Preta,2,0,Botafogo-RJ,2,0,2,2,4,0,4
916,5542,Gremio,1,0,Santa Cruz,3,0,1,3,4,0,4
917,5543,Sao Paulo,2,0,Atletico-MG,2,0,2,2,4,0,4
918,5544,Cruzeiro,1,0,Internacional,1,0,1,1,2,0,2
919,5545,Chapecoense,1,0,Palmeiras,0,0,1,0,1,0,1
920,5546,Fluminense,3,0,Figueirense,3,0,3,3,6,0,6
921,5547,Flamengo,2,0,Athletico-PR,4,0,2,4,6,0,6
922,5548,America-MG,2,0,Santos,1,1,2,2,3,1,4
923,5549,Coritiba,4,0,Ponte Preta,3,0,4,3,7,0,7
924,5550,Palmeiras,2,0,Vitoria,4,0,2,4,6,0,6
925,5551,Santa Cruz,1,0,Sao Paulo,3,0,1,3,4,0,4
926,5552,Internacional,4,0,Fluminense,4,0,4,4,8,0,8
927,5553,Figueirense,5,0,Sport,3,0,5,3,8,0,8
928,5554,Atletico-MG,0,0,Chapecoense,1,0,0,1,1,0,1
929,5555,Corinthians,4,0,Cruzeiro,3,0,4,3,7,0,7
930,5556,Botafogo-RJ,3,0,Gremio,4,0,3,4,7,0,7
931,5557,Sport,2,0,Flamengo,3,0,2,3,5,0,5
932,5558,Ponte Preta,2,0,Figueirense,2,0,2,2,4,0,4
933,5559,Fluminense,2,0,America-MG,5,0,2,5,7,0,7
934,5560,Gremio,4,0,Corinthians,1,0,4,1,5,0,5
935,5561,Cruzeiro,2,0,Coritiba,4,0,2,4,6,0,6
936,5562,Santos,4,0,Atletico-MG,4,0,4,4,8,0,8
937,5563,Vitoria,1,0,Santa Cruz,2,0,1,2,3,0,3
938,5564,Sao Paulo,2,0,Botafogo-RJ,2,0,2,2,4,0,4
939,5565,Athletico-PR,3,0,Palmeiras,3,0,3,3,6,0,6
940,5566,Chapecoense,1,0,Internacional,2,0,1,2,3,0,3
941,5567,America-MG,1,0,Chapecoense,1,0,1,1,2,0,2
942,5568,Botafogo-RJ,1,0,Sport,2,0,1,2,3,0,3
943,5569,Flamengo,2,0,Gremio,1,0,2,1,3,0,3
944,5570,Atletico-MG,0,0,Athletico-PR,2,0,0,2,2,0,2
945,5571,Internacional,1,0,Sao Paulo,2,0,1,2,3,0,3
946,5572,Santa Cruz,0,0,Fluminense,2,0,0,2,2,0,2
947,5573,Palmeiras,3,0,Ponte Preta,6,0,3,6,9,0,9
948,5574,Coritiba,1,0,Santos,3,0,1,3,4,0,4
949,5575,Figueirense,4,1,Cruzeiro,5,0,5,5,9,1,10
950,5576,Corinthians,2,0,Vitoria,4,0,2,4,6,0,6
951,5577,Ponte Preta,2,0,Corinthians,1,1,2,2,3,1,4
952,5578,Cruzeiro,3,0,Santa Cruz,3,0,3,3,6,0,6
953,5579,Santos,3,0,Figueirense,2,0,3,2,5,0,5
954,5580,Gremio,4,0,Atletico-MG,4,0,4,4,8,0,8
955,5581,Fluminense,7,0,Palmeiras,5,0,7,5,12,0,12
956,5582,Chapecoense,4,0,Flamengo,0,0,4,0,4,0,4
957,5583,Sao Paulo,2,0,Coritiba,1,0,2,1,3,0,3
958,5584,Sport,4,0,Internacional,5,0,4,5,9,0,9
959,5585,Vitoria,3,0,America-MG,5,0,3,5,8,0,8
960,5586,Athletico-PR,3,0,Botafogo-RJ,2,0,3,2,5,0,5
961,5587,Santa Cruz,3,1,Chapecoense,3,0,4,3,6,1,7
962,5588,Figueirense,1,0,Athletico-PR,2,0,1,2,3,0,3
963,5589,Botafogo-RJ,5,0,Fluminense,2,0,5,2,7,0,7
964,5590,Atletico-MG,2,0,Vitoria,5,0,2,5,7,0,7
965,5591,Palmeiras,3,0,Sao Paulo,3,0,3,3,6,0,6
966,5592,Flamengo,1,0,Ponte Preta,3,0,1,3,4,0,4
967,5593,Coritiba,3,0,Gremio,0,0,3,0,3,0,3
968,5594,Corinthians,2,0,Sport,2,0,2,2,4,0,4
969,5595,America-MG,1,0,Cruzeiro,2,0,1,2,3,0,3
970,5596,Internacional,4,0,Santos,4,1,4,5,8,1,9
971,5597,Vitoria,2,1,Flamengo,1,0,3,1,3,1,4
972,5598,Chapecoense,2,0,Coritiba,3,0,2,3,5,0,5
973,5599,Sao Paulo,2,0,Figueirense,2,0,2,2,4,0,4
974,5600,Cruzeiro,4,0,Botafogo-RJ,2,0,4,2,6,0,6
975,5601,Sport,2,1,Santa Cruz,1,1,3,2,3,2,5
976,5602,Athletico-PR,0,0,Internacional,2,0,0,2,2,0,2
977,5603,Santos,2,0,Corinthians,1,0,2,1,3,0,3
978,5604,Ponte Preta,2,0,America-MG,1,0,2,1,3,0,3
979,5605,Gremio,4,0,Palmeiras,3,0,4,3,7,0,7
980,5606,Fluminense,1,0,Atletico-MG,4,0,1,4,5,0,5
981,5607,Botafogo-RJ,2,0,Santos,1,0,2,1,3,0,3
982,5608,Figueirense,0,0,America-MG,2,1,0,3,2,1,3
983,5609,Ponte Preta,2,0,Gremio,1,0,2,1,3,0,3
984,5610,Santa Cruz,3,0,Athletico-PR,4,0,3,4,7,0,7
985,5611,Coritiba,3,1,Corinthians,1,0,4,1,4,1,5
986,5612,Palmeiras,2,0,Flamengo,1,1,2,2,3,1,4
987,5613,Atletico-MG,0,0,Sport,1,1,0,2,1,1,2
988,5614,Fluminense,3,0,Chapecoense,4,0,3,4,7,0,7
989,5615,Sao Paulo,0,0,Cruzeiro,0,1,0,1,0,1,1
990,5616,Internacional,3,0,Vitoria,5,0,3,5,8,0,8
991,5617,Corinthians,2,1,Palmeiras,4,0,3,4,6,1,7
992,5618,Flamengo,2,0,Figueirense,3,1,2,4,5,1,6
993,5619,Cruzeiro,1,1,Atletico-MG,2,0,2,2,3,1,4
994,5620,Sport,0,0,Coritiba,1,0,0,1,1,0,1
995,5621,Gremio,4,0,Fluminense,3,0,4,3,7,0,7
996,5622,Chapecoense,2,0,Ponte Preta,0,0,2,0,2,0,2
997,5623,Athletico-PR,1,0,Sao Paulo,1,0,1,1,2,0,2
998,5624,Santos,1,0,Santa Cruz,1,0,1,1,2,0,2
999,5625,Vitoria,2,0,Botafogo-RJ,5,0,2,5,7,0,7
1000,5626,America-MG,1,0,Internacional,2,0,1,2,3,0,3
1001,5627,Palmeiras,2,0,Coritiba,3,0,2,3,5,0,5
1002,5628,Sport,3,0,Santos,2,1,3,3,5,1,6
1003,5629,America-MG,2,0,Botafogo-RJ,3,0,2,3,5,0,5
1004,5630,Athletico-PR,2,0,Ponte Preta,5,1,2,6,7,1,8
1005,5631,Figueirense,1,0,Santa Cruz,5,0,1,5,6,0,6
1006,5632,Vitoria,4,0,Sao Paulo,3,0,4,3,7,0,7
1007,5633,Corinthians,4,0,Fluminense,3,0,4,3,7,0,7
1008,5634,Flamengo,1,0,Cruzeiro,2,0,1,2,3,0,3
1009,5635,Gremio,2,0,Chapecoense,2,0,2,2,4,0,4
1010,5636,Atletico-MG,2,0,Internacional,2,0,2,2,4,0,4
1011,5637,Fluminense,1,0,Sport,3,0,1,3,4,0,4
1012,5638,Sao Paulo,4,0,Flamengo,3,0,4,3,7,0,7
1013,5639,Chapecoense,1,0,Vitoria,2,0,1,2,3,0,3
1014,5640,Santos,2,0,Athletico-PR,1,0,2,1,3,0,3
1015,5641,Botafogo-RJ,4,0,Corinthians,4,0,4,4,8,0,8
1016,5642,Ponte Preta,2,0,Atletico-MG,2,0,2,2,4,0,4
1017,5643,Cruzeiro,3,0,Gremio,3,0,3,3,6,0,6
1018,5644,Internacional,2,0,Figueirense,2,0,2,2,4,0,4
1019,5645,Santa Cruz,6,0,Palmeiras,3,0,6,3,9,0,9
1020,5646,Coritiba,2,0,America-MG,2,0,2,2,4,0,4
1021,5647,Athletico-PR,2,0,Chapecoense,3,0,2,3,5,0,5
1022,5648,Vitoria,3,0,Gremio,3,0,3,3,6,0,6
1023,5649,Corinthians,0,0,Atletico-MG,2,1,0,3,2,1,3
1024,5651,Sport,0,0,Sao Paulo,2,0,0,2,2,0,2
1025,5652,Internacional,2,0,Coritiba,4,0,2,4,6,0,6
1026,5653,Cruzeiro,2,0,Ponte Preta,2,0,2,2,4,0,4
1027,5654,Flamengo,1,0,Santa Cruz,1,1,1,2,2,1,3
1028,5655,America-MG,2,1,Palmeiras,1,0,3,1,3,1,4
1029,5656,Figueirense,2,0,Botafogo-RJ,2,0,2,2,4,0,4
1030,5657,Chapecoense,1,0,Sport,2,1,1,3,3,1,4
1031,5658,Coritiba,4,0,Figueirense,3,0,4,3,7,0,7
1032,5659,Santa Cruz,2,0,Corinthians,2,0,2,2,4,0,4
1033,5660,Botafogo-RJ,3,0,Internacional,2,0,3,2,5,0,5
1034,5661,Palmeiras,1,0,Cruzeiro,4,0,1,4,5,0,5
1035,5662,Ponte Preta,4,0,Vitoria,2,0,4,2,6,0,6
1036,5664,Fluminense,3,0,Flamengo,3,0,3,3,6,0,6
1037,5665,Sao Paulo,2,0,Santos,3,0,2,3,5,0,5
1038,5666,Gremio,2,0,Athletico-PR,3,0,2,3,5,0,5
1039,5667,Botafogo-RJ,2,0,Atletico-MG,4,0,2,4,6,0,6
1040,5668,Cruzeiro,1,0,Chapecoense,2,0,1,2,3,0,3
1041,5669,Athletico-PR,0,0,Coritiba,3,0,0,3,3,0,3
1042,5670,Internacional,3,0,Flamengo,1,0,3,1,4,0,4
1043,5671,Figueirense,4,0,Palmeiras,3,0,4,3,7,0,7
1044,5672,Corinthians,2,0,America-MG,1,0,2,1,3,0,3
1045,5673,Ponte Preta,0,0,Santa Cruz,2,0,0,2,2,0,2
1046,5674,Santos,1,0,Gremio,7,0,1,7,8,0,8
1047,5675,Sport,1,0,Vitoria,4,1,1,5,5,1,6
1048,5676,Fluminense,1,0,Sao Paulo,4,0,1,4,5,0,5
1049,5677,Santa Cruz,0,0,Botafogo-RJ,2,0,0,2,2,0,2
1050,5678,Sao Paulo,0,0,Ponte Preta,1,0,0,1,1,0,1
1051,5679,Flamengo,2,0,Corinthians,4,1,2,5,6,1,7
1052,5680,Vitoria,2,0,Cruzeiro,3,1,2,4,5,1,6
1053,5681,Palmeiras,3,0,Sport,2,0,3,2,5,0,5
1054,5682,Gremio,0,1,Internacional,2,1,1,3,2,2,4
1055,5683,Coritiba,0,1,Fluminense,4,0,1,4,4,1,5
1056,5684,Atletico-MG,2,0,Figueirense,4,2,2,6,6,2,8
1057,5685,Chapecoense,2,0,Santos,3,0,2,3,5,0,5
1058,5687,Sport,2,0,Ponte Preta,3,0,2,3,5,0,5
1059,5688,Fluminense,3,0,Vitoria,2,0,3,2,5,0,5
1060,5689,Atletico-MG,0,0,Flamengo,1,0,0,1,1,0,1
1061,5690,Athletico-PR,1,0,Cruzeiro,1,0,1,1,2,0,2
1062,5691,Corinthians,1,0,Chapecoense,2,0,1,2,3,0,3
1063,5692,Botafogo-RJ,5,0,Coritiba,3,0,5,3,8,0,8
1064,5693,Internacional,3,1,Santa Cruz,2,0,4,2,5,1,6
1065,5694,Figueirense,2,0,Gremio,2,0,2,2,4,0,4
1066,5695,Santos,4,0,Palmeiras,3,0,4,3,7,0,7
1067,5696,America-MG,0,0,Sao Paulo,1,0,0,1,1,0,1
1068,5697,Flamengo,3,0,Botafogo-RJ,3,0,3,3,6,0,6
1069,5698,Sao Paulo,3,0,Corinthians,4,0,3,4,7,0,7
1070,5699,Ponte Preta,1,0,Santos,1,0,1,1,2,0,2
1071,5700,Santa Cruz,1,0,America-MG,1,0,1,1,2,0,2
1072,5701,Cruzeiro,2,0,Fluminense,1,0,2,1,3,0,3
1073,5703,Vitoria,2,0,Athletico-PR,2,0,2,2,4,0,4
1074,5704,Coritiba,1,0,Atletico-MG,3,0,1,3,4,0,4
1075,5705,Chapecoense,1,0,Figueirense,3,1,1,4,4,1,5
1076,5706,Gremio,4,0,Sport,3,0,4,3,7,0,7
1077,5707,Fluminense,3,0,Athletico-PR,3,0,3,3,6,0,6
1078,5708,Botafogo-RJ,3,0,Chapecoense,1,0,3,1,4,0,4
1079,5709,Coritiba,3,0,Santa Cruz,2,0,3,2,5,0,5
1080,5710,Sport,2,0,Cruzeiro,2,0,2,2,4,0,4
1081,5711,America-MG,1,0,Flamengo,0,0,1,0,1,0,1
1082,5712,Figueirense,3,0,Corinthians,2,1,3,3,5,1,6
1083,5713,Santos,3,0,Vitoria,1,0,3,1,4,0,4
1084,5714,Sao Paulo,3,0,Gremio,2,0,3,2,5,0,5
1085,5715,Internacional,1,0,Ponte Preta,3,0,1,3,4,0,4
1086,5716,Atletico-MG,2,0,Palmeiras,4,0,2,4,6,0,6
1087,5717,Vitoria,4,0,Figueirense,2,0,4,2,6,0,6
1088,5718,Cruzeiro,3,1,Santos,3,0,4,3,6,1,7
1089,5719,Palmeiras,0,0,Botafogo-RJ,4,1,0,5,4,1,5
1090,5720,Athletico-PR,0,0,Sport,2,0,0,2,2,0,2
1091,5721,Gremio,0,0,America-MG,2,0,0,2,2,0,2
1092,5722,Ponte Preta,3,0,Fluminense,3,1,3,4,6,1,7
1093,5723,Flamengo,1,0,Coritiba,2,0,1,2,3,0,3
1094,5724,Chapecoense,1,0,Sao Paulo,1,0,1,1,2,0,2
1095,5725,Santa Cruz,3,1,Atletico-MG,0,1,4,1,3,2,5
1096,5726,Corinthians,2,0,Internacional,2,0,2,2,4,0,4
1097,5727,America-MG,1,1,Sport,3,0,2,3,4,1,5
1098,5728,Botafogo-RJ,5,0,Ponte Preta,4,1,5,5,9,1,10
1099,5729,Corinthians,3,0,Athletico-PR,2,0,3,2,5,0,5
1100,5730,Atletico-MG,1,0,Sao Paulo,6,0,1,6,7,0,7
1101,5731,Palmeiras,1,0,Chapecoense,2,0,1,2,3,0,3
1102,5732,Flamengo,1,0,Santos,0,0,1,0,1,0,1
1103,5733,Internacional,3,0,Cruzeiro,4,0,3,4,7,0,7
1104,5734,Figueirense,3,0,Fluminense,3,0,3,3,6,0,6
1105,5735,Santa Cruz,3,0,Gremio,4,0,3,4,7,0,7
1106,5736,Coritiba,5,0,Vitoria,6,0,5,6,11,0,11
1107,5737,Santos,0,0,America-MG,1,0,0,1,1,0,1
1108,5738,Fluminense,1,0,Internacional,1,0,1,1,2,0,2
1109,5739,Gremio,2,0,Botafogo-RJ,4,1,2,5,6,1,7
1110,5740,Sao Paulo,2,1,Santa Cruz,1,0,3,1,3,1,4
1111,5741,Cruzeiro,2,0,Corinthians,4,0,2,4,6,0,6
1112,5742,Sport,5,0,Figueirense,2,0,5,2,7,0,7
1113,5743,Athletico-PR,2,0,Flamengo,6,1,2,7,8,1,9
1114,5744,Vitoria,1,0,Palmeiras,6,0,1,6,7,0,7
1115,5745,Ponte Preta,0,0,Coritiba,1,0,0,1,1,0,1
1116,5746,Flamengo,2,0,Atletico-MG,3,0,2,3,5,0,5
1117,5747,Corinthians,2,0,Chapecoense,2,0,2,2,4,0,4
1118,5748,Fluminense,1,0,Santos,5,0,1,5,6,0,6
1119,5749,Cruzeiro,0,0,Sao Paulo,1,0,0,1,1,0,1
1120,5750,Bahia,0,0,Athletico-PR,1,1,0,2,1,1,2
1121,5751,Ponte Preta,0,0,Sport,2,0,0,2,2,0,2
1122,5752,Avai,0,0,Vitoria,2,0,0,2,2,0,2
1123,5753,Palmeiras,0,0,Vasco,2,0,0,2,2,0,2
1124,5754,Gremio,2,0,Botafogo-RJ,5,0,2,5,7,0,7
1125,5755,Coritiba,1,0,Atletico-GO,2,0,1,2,3,0,3
1126,5756,Santos,6,0,Coritiba,4,0,6,4,10,0,10
1127,5757,Atletico-GO,2,0,Flamengo,1,0,2,1,3,0,3
1128,5758,Chapecoense,1,0,Palmeiras,1,0,1,1,2,0,2
1129,5759,Vasco,4,0,Bahia,2,1,4,3,6,1,7
1130,5760,Athletico-PR,2,0,Gremio,4,1,2,5,6,1,7
1131,5761,Vitoria,0,0,Corinthians,1,0,0,1,1,0,1
1132,5762,Atletico-MG,0,0,Fluminense,6,0,0,6,6,0,6
1133,5763,Botafogo-RJ,1,0,Ponte Preta,0,0,1,0,1,0,1
1134,5764,Sport,3,0,Cruzeiro,3,0,3,3,6,0,6
1135,5765,Sao Paulo,1,0,Avai,2,0,1,2,3,0,3
1136,5766,Vasco,2,0,Fluminense,3,0,2,3,5,0,5
1137,5767,Sao Paulo,3,0,Palmeiras,1,0,3,1,4,0,4
1138,5768,Vitoria,3,0,Coritiba,3,0,3,3,6,0,6
1139,5769,Atletico-MG,2,0,Ponte Preta,2,0,2,2,4,0,4
1140,5770,Athletico-PR,1,0,Flamengo,0,0,1,0,1,0,1
1141,5771,Santos,2,0,Cruzeiro,3,0,2,3,5,0,5
1142,5772,Atletico-GO,2,0,Corinthians,0,0,2,0,2,0,2
1143,5773,Sport,4,1,Gremio,1,0,5,1,5,1,6
1144,5774,Botafogo-RJ,1,0,Bahia,1,0,1,1,2,0,2
